___stockid,stkname,cl,minbw_dte,minbw,sqdays,price,dte,rmk,web,model,flgbasic
3025,______,1,NULL,0,0,10.85,'2013/09/13',NULL,NULL,'2.3','N'
3026,_________,1,NULL,0,0,28.45,'2013/09/13',NULL,NULL,'3.1','N'
3027,______,1,NULL,0,0,12.9,'2013/09/13',NULL,NULL,NULL,'N'
3028,_________,1,NULL,0,0,18.75,'2013/09/13',NULL,NULL,'2.3','N'
3029,______,1,NULL,0,0,14.4,'2013/09/13',NULL,NULL,NULL,'N'
3030,______,1,NULL,0,0,41.1,'2013/09/13',NULL,NULL,'5.1','N'
3031,______,1,NULL,0,0,12.75,'2013/09/13',NULL,NULL,NULL,'N'
3032,______,1,NULL,0,0,13.1,'2013/09/13',NULL,NULL,NULL,'N'
3033,______,1,NULL,0,0,20.75,'2013/09/13',NULL,NULL,'5.2','N'
3034,______,1,NULL,0,0,125.5,'2013/09/13',NULL,NULL,'3.1;5.2','N'
3035,______,1,'2013/03/19',0.050324817,32,33.9,'2013/09/13','2/20______________________________',NULL,'3.1','N'
3036,______,1,NULL,0,0,33.9,'2013/09/13',NULL,NULL,NULL,'N'
3037,______,1,NULL,0,0,25.1,'2013/09/13',NULL,NULL,NULL,'N'
3038,______,1,'2013/03/08',0.050750345,12,5.18,'2013/09/13',NULL,NULL,NULL,'N'
3040,______,1,NULL,0,0,15.75,'2013/09/13',NULL,NULL,NULL,'N'
3041,______,1,NULL,0,0,32.3,'2013/09/13',NULL,NULL,NULL,'N'
3042,______,1,NULL,0,0,39.9,'2013/09/13',NULL,NULL,NULL,'N'
3043,______,1,NULL,0,0,4.38,'2013/09/13',NULL,NULL,NULL,'N'
3044,______,1,NULL,0,0,59.8,'2013/09/13','______DDR3_______________',NULL,NULL,'N'
3045,_________,1,NULL,0,0,106,'2013/09/13',NULL,NULL,NULL,'N'
3046,______,1,NULL,0,0,5.16,'2013/09/13',NULL,NULL,NULL,'N'
3047,______,1,'2013/03/15',0.049750349,33,12.65,'2013/09/13',NULL,NULL,NULL,'N'
3048,______,1,NULL,0,0,12.3,'2013/09/13',NULL,NULL,'3.1','N'
3049,______,1,NULL,0,0,10.55,'2013/09/13','____________________________________',NULL,NULL,'N'
3050,______,1,NULL,0,0,6.36,'2013/09/13',NULL,NULL,NULL,'N'
3051,______,1,NULL,0,0,5.5,'2013/09/13',NULL,NULL,'2.2;5.1a;6.1','N'
3052,______,1,NULL,0,0,16.15,'2013/09/13',NULL,NULL,NULL,'N'
3054,______,1,NULL,0,0,21.1,'2013/09/13',NULL,NULL,NULL,'N'
3055,_________,1,NULL,0,0,12.1,'2013/09/13',NULL,NULL,NULL,'N'
3056,______,1,NULL,0,0,32.95,'2013/09/13',NULL,NULL,'2.3','N'
3057,______,1,NULL,0,0,24.8,'2013/09/13',NULL,NULL,NULL,'N'
3058,______,1,NULL,0,0,15.4,'2013/09/13',NULL,NULL,NULL,'N'
3059,_________,1,NULL,0,0,20.25,'2013/09/13',NULL,NULL,NULL,'N'
3060,______,1,NULL,0,0,135,'2013/09/13',NULL,NULL,NULL,'N'
3061,______,1,NULL,0,0,18.1,'2013/09/13',NULL,NULL,NULL,'N'
3062,______,1,NULL,0,0,32.85,'2013/09/13',NULL,NULL,NULL,'N'
3063,______,1,NULL,0,0,19.4,'2010/03/19',NULL,NULL,NULL,'X'
3064,______,2,NULL,0,0,38,'2013/09/13',NULL,NULL,NULL,'N'
3066,______,2,NULL,0,0,6.6,'2013/09/13',NULL,NULL,NULL,'N'
3067,______,2,NULL,0,0,15.65,'2013/09/13',NULL,NULL,NULL,'N'
3068,______,2,NULL,0,0,35.65,'2013/09/13',NULL,NULL,NULL,'N'
3069,_________,2,NULL,0,0,47,'2011/11/16',NULL,NULL,NULL,'X'
3071,______,2,NULL,0,0,7.03,'2013/09/13',NULL,NULL,'5.1a','N'
3073,______,2,NULL,0,0,5.74,'2013/09/13',NULL,NULL,NULL,'N'
3078,______,2,NULL,0,0,11.2,'2013/09/13',NULL,NULL,'5.1a','N'
3080,_________,1,NULL,0,0,12.25,'2013/01/21','________________________',NULL,NULL,'X'
3081,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3083,______,2,NULL,0,0,49.8,'2013/09/13',NULL,NULL,NULL,'N'
3085,______,2,NULL,0,0,15.3,'2013/09/13',NULL,NULL,'3.1','N'
3086,______,2,NULL,0,0,10.55,'2013/09/13',NULL,NULL,'5.1','N'
3087,______,2,'2013/04/24',0.00496586,5,16.15,'2013/04/26',NULL,NULL,NULL,'N'
3088,______,2,NULL,0,0,38.8,'2013/09/13',NULL,NULL,'2.3','N'
3089,______,2,NULL,0,0,35.85,'2013/09/13',NULL,NULL,'5.2','N'
3090,_________,1,NULL,0,0,24.7,'2013/09/13',NULL,NULL,'5.2','N'
3092,______,2,NULL,0,0,10.15,'2013/09/13',NULL,NULL,NULL,'N'
3093,______,2,'2013/09/13',0,0,0,'2013/09/13',NULL,NULL,NULL,'N'
3094,______,1,NULL,0,0,19.55,'2013/09/13',NULL,NULL,NULL,'N'
3095,______,2,NULL,0,0,6.66,'2013/09/13',NULL,NULL,'3.1','N'
3099,______,2,NULL,0,0,0.78,'2009/08/19',NULL,NULL,NULL,'X'
3105,______,2,'2013/04/25',0.06915724,45,26.85,'2013/09/13',NULL,NULL,NULL,'N'
3114,______,2,NULL,0,0,11.7,'2013/09/13',NULL,NULL,'5.1a','N'
3115,_________,2,NULL,0,0,10.7,'2013/09/13',NULL,NULL,NULL,'N'
3118,______,2,NULL,0,0,35.1,'2013/09/13',NULL,NULL,NULL,'N'
3122,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3126,______,2,NULL,0,0,5.43,'2013/09/13',NULL,NULL,NULL,'N'
3128,______,2,NULL,0,0,14.3,'2013/09/13',NULL,NULL,NULL,'N'
3130,_________,1,NULL,0,0,102,'2013/09/13',NULL,NULL,NULL,'N'
3131,______,2,NULL,0,0,194,'2013/09/13',NULL,NULL,NULL,'N'
3141,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3144,_________,2,NULL,0,0,26.3,'2013/09/13',NULL,NULL,NULL,'X'
3149,______,1,'2013/03/15',0.06392991,30,61.6,'2013/09/13',NULL,NULL,NULL,'N'
3152,______,2,NULL,0,0,132.5,'2013/09/13',NULL,NULL,NULL,'N'
3162,______,2,NULL,0,0,8.38,'2013/09/13',NULL,NULL,NULL,'N'
3163,_________,2,NULL,0,0,84.4,'2013/09/13',NULL,NULL,NULL,NULL
3164,______,2,NULL,0,0,45.05,'2013/09/13',NULL,NULL,'3.1','N'
3167,______,1,'2014/02/07',0.083348212,0,0,NULL,NULL,NULL,NULL,NULL
3169,______,2,NULL,0,0,25.45,'2013/09/13',NULL,NULL,NULL,'N'
3171,______,2,NULL,0,0,14.4,'2013/09/13',NULL,NULL,NULL,'N'
3176,______,2,'2013/03/29',0.068897105,18,192,'2013/09/13',NULL,NULL,NULL,'N'
3188,______,2,NULL,0,0,10.6,'2013/09/13',NULL,NULL,NULL,'N'
3189,______,1,'2013/02/01',0.045812711,48,107,'2013/09/13',NULL,NULL,'2.1;5.1','N'
3191,______,2,NULL,0,0,19.15,'2013/09/13',NULL,NULL,'5.1a','N'
3202,______,2,NULL,0,0,6.39,'2013/09/13',NULL,NULL,NULL,'N'
3205,______,2,NULL,0,0,22.7,'2013/09/13',NULL,NULL,NULL,'N'
3206,______,2,'2013/04/12',0.038624019,51,13.15,'2013/09/13',NULL,NULL,'5.1','N'
3207,______,2,NULL,0,0,11.5,'2013/09/13',NULL,NULL,NULL,'N'
3209,______,1,NULL,0,0,21.7,'2013/09/13',NULL,NULL,NULL,'N'
3211,______,2,'2013/04/03',0.044133546,41,79.3,'2013/09/13',NULL,NULL,NULL,'N'
3213,______,2,NULL,0,0,35.6,'2013/09/13',NULL,NULL,NULL,'N'
3217,______,2,NULL,0,0,12.3,'2013/09/13',NULL,NULL,'5.2','N'
3218,_________,2,NULL,0,0,24.65,'2013/09/13',NULL,NULL,NULL,'N'
3219,______,2,NULL,0,0,10.95,'2013/09/13',NULL,NULL,NULL,'X'
3221,_________,2,NULL,0,0,14.5,'2013/09/13',NULL,NULL,'2.3','N'
3224,______,2,NULL,0,0,16.7,'2013/09/13',NULL,NULL,NULL,'N'
3226,_________,2,NULL,0,0,44.8,'2013/09/13',NULL,NULL,NULL,'N'
3227,______,2,NULL,0,0,58.2,'2013/09/13',NULL,NULL,NULL,'N'
3228,_________,2,NULL,0,0,25.7,'2013/09/13',NULL,NULL,NULL,'N'
3229,______,2,NULL,0,0,33.25,'2013/09/13',NULL,NULL,NULL,'N'
3230,______,2,NULL,0,0,6.75,'2013/09/13',NULL,NULL,NULL,'N'
3231,______,1,NULL,0,0,29.95,'2013/09/13',NULL,NULL,NULL,'N'
3232,______,2,NULL,0,0,11.35,'2013/09/13',NULL,NULL,'5.1','N'
3234,______,2,NULL,0,0,22.25,'2013/09/13',NULL,NULL,NULL,'N'
3236,______,2,NULL,0,0,12.8,'2013/09/13',NULL,NULL,'5.1','N'
3252,_________,2,NULL,0,0,24.9,'2013/09/13',NULL,NULL,NULL,'N'
3257,_________,1,NULL,0,0,51.5,'2013/09/13',NULL,NULL,NULL,'N'
3259,______,2,NULL,0,0,24.35,'2013/09/13',NULL,NULL,NULL,'N'
3260,______,2,NULL,0,0,75.7,'2013/09/13',NULL,NULL,NULL,'N'
3264,______,2,NULL,0,0,18.2,'2013/09/13',NULL,NULL,'3.1;5.2','N'
3265,_________,2,'2013/04/17',0.06742827,65,38,'2013/09/13',NULL,NULL,NULL,'N'
3266,_________,2,NULL,0,0,27,'2013/09/13',NULL,NULL,NULL,'N'
3268,_________,2,NULL,0,0,9.2,'2013/09/13',NULL,NULL,NULL,'N'
3272,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3276,______,2,'2012/12/07',0.052333209,29,9.98,'2013/09/13',NULL,NULL,NULL,'N'
3284,_________,2,NULL,0,0,10.55,'2013/09/13',NULL,NULL,'3.2;5.2a','N'
3285,______,2,NULL,0,0,20,'2013/09/13',NULL,NULL,NULL,NULL
3287,_________,2,NULL,0,0,8.83,'2013/09/13',NULL,NULL,NULL,'N'
3288,______,2,'2013/02/26',0.04399687,29,11.5,'2013/09/13',NULL,NULL,NULL,'N'
3289,______,2,NULL,0,0,24.3,'2013/09/13',NULL,NULL,'3.1;5.2','X'
3290,______,2,NULL,0,0,23.35,'2013/09/13',NULL,NULL,'5.1','N'
3291,_________,2,NULL,0,0,49.9,'2013/09/13',NULL,NULL,NULL,'N'
3293,______,2,NULL,0,0,61.2,'2013/09/13',NULL,NULL,NULL,'N'
3294,______,2,'2013/03/01',0.05538983,46,11.75,'2013/09/13',NULL,NULL,NULL,'N'
3296,______,1,NULL,0,0,18.9,'2013/09/13',NULL,NULL,'2.3;5.1','N'
3297,______,2,NULL,0,0,36.7,'2013/09/13',NULL,NULL,NULL,'N'
3299,______,2,NULL,0,0,29.75,'2013/09/13',NULL,NULL,'5.1','N'
3303,______,2,NULL,0,0,19.5,'2013/09/13',NULL,NULL,'3.1','N'
3305,______,1,NULL,0,0,31.8,'2013/09/13','__________________',NULL,NULL,'N'
3306,______,2,NULL,0,0,22.8,'2013/09/13',NULL,NULL,NULL,'N'
3308,______,1,NULL,0,0,8.15,'2013/09/13',NULL,NULL,NULL,'N'
3310,______,2,NULL,0,0,17.4,'2013/09/13',NULL,NULL,NULL,'N'
3311,______,1,'2013/03/08',0.049307722,35,40.5,'2013/09/13',NULL,NULL,NULL,'N'
3312,_________,2,NULL,0,0,11.2,'2013/09/13',NULL,NULL,'5.2','N'
3313,______,2,NULL,0,0,11.7,'2013/09/13',NULL,NULL,'2.3','N'
3315,______,1,NULL,0,0,17,'2013/09/13','_______________65%',NULL,NULL,'N'
3317,_________,2,NULL,0,0,15.15,'2013/09/13',NULL,NULL,NULL,'N'
3321,______,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3322,_________,2,NULL,0,0,8.55,'2013/09/13',NULL,NULL,NULL,'N'
3323,_________,2,'2013/03/08',0.032911715,41,15.85,'2013/09/13',NULL,NULL,'5.2','N'
3324,______,2,'2013/03/04',0.06508712,14,17.3,'2013/09/13',NULL,NULL,NULL,'N'
3325,______,2,NULL,0,0,13.65,'2013/09/13',NULL,NULL,'3.1a;3.2','N'
3332,______,2,'2013/09/13',0,0,0,'2013/09/13',NULL,NULL,NULL,'N'
3338,______,1,'2014/02/07',0.293952663,0,0,NULL,NULL,NULL,NULL,NULL
3339,______,2,NULL,0,0,10.3,'2013/09/13',NULL,NULL,'3.1','N'
3354,______,2,NULL,0,0,12.55,'2013/09/13',NULL,NULL,NULL,'N'
3356,______,1,NULL,0,0,156.5,'2013/09/13',NULL,NULL,NULL,'N'
3360,______,2,NULL,0,0,6.98,'2013/09/13',NULL,NULL,'3.1','N'
3362,_________,2,NULL,0,0,34.55,'2013/09/13',NULL,NULL,'5.1','N'
3363,______,2,'2013/04/23',0.06856807,44,26.8,'2013/09/13',NULL,NULL,NULL,'N'
3367,_________,1,NULL,0,0,17.85,'2011/09/23',NULL,NULL,NULL,'X'
3372,______,2,NULL,0,0,6.75,'2013/09/13',NULL,NULL,NULL,'N'
3373,______,2,NULL,0,0,32.95,'2013/09/13',NULL,NULL,NULL,'N'
3374,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3376,_________,1,NULL,0,0,65.4,'2013/09/13',NULL,NULL,'3.1','N'
3379,______,2,NULL,0,0,28.15,'2013/09/13',NULL,NULL,NULL,'N'
3380,______,1,'2013/03/06',0.040905581,64,18.3,'2013/09/13',NULL,NULL,'3.1','N'
3383,_________,1,NULL,0,0,17.15,'2013/09/13',NULL,NULL,NULL,'N'
3388,_________,2,NULL,0,0,67.8,'2013/09/13',NULL,NULL,NULL,'N'
3389,______,2,'2011/12/15',0.056672262,10,21.35,'2012/01/16',NULL,NULL,'5.1','X'
3390,______,2,NULL,0,0,39.95,'2013/09/13',NULL,NULL,NULL,'N'
3402,______,2,NULL,0,0,11.75,'2013/09/13',NULL,NULL,NULL,'N'
3406,_________,1,NULL,0,0,161.5,'2013/09/13',NULL,NULL,'5.1a','N'
3413,______,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3416,_________,2,NULL,0,0,53.2,'2013/09/13',NULL,NULL,NULL,'N'
3419,______,1,NULL,0,0,18.2,'2013/09/13',NULL,NULL,NULL,'N'
3428,_________,2,NULL,0,0,31.7,'2013/09/13',NULL,NULL,NULL,'N'
3431,______,2,NULL,0,0,11.7,'2013/09/13',NULL,NULL,NULL,'N'
3432,______,1,NULL,0,0,11.15,'2013/09/13',NULL,NULL,NULL,'N'
3434,______,2,NULL,0,0,10.05,'2013/09/13',NULL,NULL,NULL,'N'
3437,______,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3438,_________,2,NULL,0,0,28.25,'2013/09/13',NULL,NULL,'5.2','N'
3441,_________,2,NULL,0,0,21.7,'2013/09/13',NULL,NULL,NULL,'N'
3443,______,1,'2013/04/12',0.03449406,71,90.1,'2013/09/13','_______________69.9_________YOY +41%_______________________________________NRE Project_________0.18um___0.13um___________________________90nm___65nm___45nm___________________________0.13um___90nm___NRE Project____________Turnkey______________________________5.83_________YOY+12.98%____________________________________________________________________________________________________________IP__________________________________________________________________25%_______________EPS___4.7______10_________8.26_________MOM-4.7%___YOY+',NULL,'3.1','N'
3444,______,2,NULL,0,0,17.7,'2013/09/13',NULL,NULL,NULL,'N'
3450,______,1,NULL,0,0,64.2,'2013/09/13',NULL,NULL,'3.1;5.2','N'
3452,______,2,'2013/04/24',0.145189641,56,12.6,'2013/09/13',NULL,NULL,NULL,'N'
3454,______,2,NULL,0,0,146,'2013/09/13',NULL,NULL,'5.1','N'
3455,______,2,NULL,0,0,26.25,'2013/09/13',NULL,NULL,'2.1;5.1','N'
3465,______,2,NULL,0,0,5.28,'2013/09/13',NULL,NULL,NULL,'N'
3466,______,2,NULL,0,0,20.5,'2013/09/13',NULL,NULL,NULL,'N'
3474,_________,1,NULL,0,0,15.55,'2013/09/13',NULL,NULL,'3.1','N'
3479,______,2,NULL,0,0,43.7,'2013/09/13',NULL,NULL,NULL,'N'
3481,______,1,NULL,0,0,14,'2013/09/13',NULL,NULL,NULL,'N'
3483,______,2,NULL,0,0,18.6,'2013/09/13',NULL,NULL,NULL,'N'
3484,______,2,NULL,0,0,20.35,'2013/09/13',NULL,NULL,NULL,'N'
3489,______,2,NULL,0,0,24.55,'2013/09/13',NULL,NULL,NULL,'N'
3490,______,2,NULL,0,0,25.25,'2013/09/13',NULL,NULL,NULL,'N'
3491,_________,2,NULL,0,0,55.9,'2013/09/13',NULL,NULL,NULL,'N'
3492,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3494,______,1,NULL,0,0,15.2,'2013/09/13',NULL,NULL,'3.1','N'
3498,______,2,NULL,0,0,80.4,'2013/09/13',NULL,NULL,NULL,'N'
3499,_________,2,NULL,0,0,9.82,'2013/09/13',NULL,NULL,NULL,'N'
3501,______,1,NULL,0,0,52.8,'2013/09/13',NULL,NULL,NULL,'N'
3504,_________,1,NULL,0,0,67.4,'2013/09/13','_____________________43.85___2/14_______________________________________','http://tw.stock.yahoo.com/news_content/url/d/a/090220/3/1cxr4.html','5.1','N'
3508,______,2,'2013/03/13',0.075600953,35,52.5,'2013/09/13',NULL,NULL,NULL,'N'
3511,______,2,NULL,0,0,18.55,'2013/09/13',NULL,NULL,NULL,'N'
3512,______,2,NULL,0,0,9.75,'2013/09/13',NULL,NULL,NULL,'N'
3514,______,1,NULL,0,0,25.8,'2013/09/13',NULL,NULL,NULL,'N'
3515,______,1,'2013/04/26',0.01911535,51,99.3,'2013/09/13',NULL,NULL,NULL,'N'
3516,_________,2,NULL,0,0,12.1,'2013/09/13',NULL,NULL,NULL,'N'
3518,______,1,'2013/03/22',0.058130531,29,37.6,'2013/09/13',NULL,NULL,NULL,'N'
3519,______,1,NULL,0,0,21.9,'2013/09/13',NULL,NULL,'3.1a','N'
3520,______,2,NULL,0,0,17,'2013/09/13',NULL,NULL,NULL,'N'
3521,______,2,NULL,0,0,12.7,'2013/09/13',NULL,NULL,NULL,'N'
3522,______,2,NULL,0,0,14.95,'2013/09/13',NULL,NULL,NULL,'N'
3523,______,2,NULL,0,0,20.9,'2013/09/13',NULL,NULL,NULL,'N'
3526,______,2,NULL,0,0,23.35,'2013/09/13',NULL,NULL,'5.1','N'
3527,______,2,NULL,0,0,70.4,'2013/09/13',NULL,NULL,'5.1','N'
3528,______,2,NULL,0,0,27.8,'2013/09/13',NULL,NULL,NULL,'N'
3529,______,2,NULL,0,0,74.7,'2013/09/13',NULL,NULL,NULL,'N'
3531,______,2,NULL,0,0,23,'2013/09/13',NULL,NULL,NULL,'N'
3532,_________,1,NULL,0,0,29.7,'2013/09/13',NULL,NULL,NULL,'N'
3533,______,1,NULL,0,0,70.8,'2013/09/13',NULL,NULL,'5.1','N'
3534,______,1,NULL,0,0,102.5,'2011/09/22',NULL,NULL,'5.1','X'
3535,_________,1,'2013/03/15',0.071924339,42,10.2,'2013/09/13',NULL,NULL,NULL,'N'
3536,______,1,NULL,0,0,7.16,'2013/09/13','_______________',NULL,NULL,'N'
3537,______,2,NULL,0,0,28.5,'2013/09/13',NULL,NULL,'4.2;5.2','N'
3540,______,2,NULL,0,0,17,'2013/09/13',NULL,NULL,NULL,'N'
3541,______,2,NULL,0,0,33.2,'2013/09/13',NULL,NULL,NULL,'N'
3545,______,1,NULL,0,0,59,'2013/09/13',NULL,NULL,NULL,'N'
3546,______,2,'2013/04/01',0.031007103,14,47.6,'2013/09/13',NULL,NULL,'5.1','N'
3548,______,2,NULL,0,0,24.9,'2013/09/13',NULL,NULL,NULL,'N'
3550,______,1,NULL,0,0,14.6,'2013/09/13',NULL,NULL,NULL,'N'
3551,______,2,NULL,0,0,54.4,'2013/09/13',NULL,NULL,NULL,'N'
3552,______,2,NULL,0,0,82,'2013/09/13',NULL,NULL,'3.1;5.2','N'
3553,______,2,NULL,0,0,23.9,'2013/09/13',NULL,NULL,'3.1','N'
3555,______,2,NULL,0,0,11.95,'2013/09/13',NULL,NULL,NULL,'N'
3556,_________,2,NULL,0,0,103.5,'2013/09/13',NULL,NULL,NULL,'N'
3557,______,1,NULL,0,0,8.59,'2013/09/13',NULL,NULL,NULL,'N'
3558,______,2,'2014/02/07',0.097838642,0,0,NULL,NULL,NULL,NULL,NULL
3559,_________,1,'2013/03/29',0.04325886,66,16.05,'2013/09/13',NULL,NULL,'5.1','N'
3561,_________,1,NULL,0,0,19,'2013/09/13',NULL,NULL,'5.2','N'
3562,_________,2,NULL,0,0,6.8,'2013/09/13',NULL,NULL,NULL,'N'
3563,______,2,NULL,0,0,75.1,'2013/09/13',NULL,NULL,NULL,'N'
3564,______,2,'2014/02/07',0.284917506,0,0,NULL,NULL,NULL,NULL,NULL
3567,______,2,NULL,0,0,9.6,'2013/09/13',NULL,NULL,NULL,'N'
3570,______,2,NULL,0,0,124,'2013/09/13',NULL,NULL,NULL,'N'
3573,______,1,NULL,0,0,34.3,'2013/09/13',NULL,NULL,NULL,'N'
3576,_________,1,NULL,0,0,26.05,'2013/09/13',NULL,NULL,'3.1','N'
3577,______,2,NULL,0,0,28.5,'2013/09/13',NULL,NULL,NULL,'N'
3579,______,1,'2013/03/04',0.079852365,26,21.75,'2013/09/13',NULL,NULL,'5.2','N'
3580,_________,2,NULL,0,0,6.61,'2013/09/13',NULL,NULL,NULL,'N'
3581,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3582,______,2,NULL,0,0,135,'2013/09/13',NULL,NULL,NULL,'N'
3583,______,1,'2013/04/12',0.160098614,42,54.7,'2013/09/13',NULL,NULL,NULL,NULL
3584,______,1,NULL,0,0,25.5,'2013/09/13',NULL,NULL,NULL,'N'
3587,______,2,'2013/04/16',0.067517611,46,64.5,'2013/09/13',NULL,NULL,NULL,'N'
3588,______,1,'2013/04/26',0.056274243,58,41.45,'2013/09/13',NULL,NULL,NULL,'N'
3591,_________,1,NULL,0,0,36.05,'2013/09/13',NULL,NULL,NULL,'N'
3593,______,1,NULL,0,0,10.1,'2013/09/13',NULL,NULL,NULL,'N'
3594,______,2,NULL,0,0,27.75,'2013/09/13',NULL,NULL,NULL,NULL
3596,______,1,NULL,0,0,40.05,'2013/09/13',NULL,NULL,'3.1','N'
3598,______,1,'2013/04/24',0.058047528,51,69.9,'2013/09/13',NULL,NULL,NULL,'N'
3599,______,1,'2013/03/06',0.087976741,24,14.65,'2013/04/26',NULL,NULL,NULL,'N'
3605,______,1,NULL,0,0,22.05,'2013/09/13',NULL,NULL,NULL,'N'
3607,______,1,NULL,0,0,56.6,'2013/09/13',NULL,NULL,NULL,'N'
3609,______,2,NULL,0,0,16,'2013/09/13',NULL,NULL,NULL,'N'
3611,______,2,NULL,0,0,158.5,'2013/09/13',NULL,NULL,NULL,'N'
3614,______,1,'2010/08/13',0.084826638,22,158.5,'2010/09/17',NULL,NULL,'5.1','X'
3615,______,2,'2013/04/03',0.073051737,55,46.05,'2013/09/13',NULL,NULL,NULL,'N'
3617,______,1,NULL,0,0,56.6,'2013/09/13',NULL,NULL,NULL,'N'
3622,______,1,'2013/04/03',0.072810333,56,38.1,'2013/09/13',NULL,NULL,NULL,'N'
3623,_________,2,NULL,0,0,15.65,'2013/09/13',NULL,NULL,NULL,'N'
3624,______,2,NULL,0,0,24.95,'2013/09/13',NULL,NULL,NULL,'N'
3625,______,2,NULL,0,0,11.5,'2013/09/13',NULL,NULL,NULL,'N'
3628,______,2,NULL,0,0,41.8,'2013/09/13',NULL,NULL,NULL,'N'
3629,______,2,NULL,0,0,11.3,'2013/09/13',NULL,NULL,NULL,'N'
3630,_________,2,NULL,0,0,103.5,'2013/09/13',NULL,NULL,NULL,'N'
3631,______,2,NULL,0,0,44.9,'2013/09/13',NULL,NULL,NULL,'N'
3632,______,2,NULL,0,0,36.55,'2013/09/13',NULL,NULL,NULL,'N'
3638,IML,1,NULL,0,0,75,'2013/09/13',NULL,NULL,NULL,'X'
3642,_________,2,NULL,0,0,15.35,'2013/09/13',NULL,NULL,NULL,'N'
3645,______,1,NULL,0,0,29.2,'2013/09/13',NULL,NULL,NULL,'N'
3646,_________,2,NULL,0,0,35.05,'2013/09/13',NULL,NULL,NULL,'N'
3652,______,2,NULL,0,0,17.9,'2013/09/13',NULL,NULL,NULL,'N'
3653,______,1,NULL,0,0,52.2,'2013/09/13',NULL,NULL,'5.1','N'
3658,_________,2,NULL,0,0,826,'2013/09/13',NULL,NULL,NULL,'N'
3661,F-______,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3662,______,2,NULL,0,0,70.9,'2013/09/13',NULL,NULL,NULL,'N'
3663,______,2,NULL,0,0,23.8,'2013/09/13',NULL,NULL,NULL,NULL
3664,F-______,2,NULL,0,0,16.6,'2013/09/13',NULL,NULL,NULL,'X'
3665,F-______,1,NULL,0,0,123,'2013/09/13',NULL,NULL,NULL,'N'
3666,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3669,______,1,NULL,0,0,22.85,'2013/09/13',NULL,NULL,NULL,'N'
3672,_________,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3673,TPK,1,'2013/04/02',0.049726239,20,305,'2013/09/13',NULL,NULL,NULL,'N'
3675,______,2,'2013/02/01',0.089346717,40,18.3,'2013/09/13',NULL,NULL,NULL,NULL
3679,_________,1,NULL,0,0,40.3,'2013/09/13',NULL,NULL,NULL,'N'
3680,______,2,NULL,0,0,46.55,'2013/09/13',NULL,NULL,NULL,'N'
3682,_________,1,NULL,0,0,17.45,'2013/09/13',NULL,NULL,NULL,NULL
3684,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3685,______,2,NULL,0,0,23.75,'2013/09/13',NULL,NULL,NULL,'N'
3686,______,1,'2013/03/04',0.085233662,16,12.8,'2013/09/13',NULL,NULL,NULL,'N'
3687,_________,2,NULL,0,0,97,'2013/09/13',NULL,NULL,NULL,'N'
3689,______,2,NULL,0,0,79,'2013/09/13',NULL,NULL,NULL,NULL
3691,______,2,NULL,0,0,239,'2013/09/13',NULL,NULL,NULL,'N'
3693,______,2,'2014/02/07',0.138092409,0,0,NULL,NULL,NULL,NULL,NULL
3694,______,1,NULL,0,0,18.8,'2013/09/13',NULL,NULL,NULL,'N'
3697,F-______,1,NULL,0,0,274,'2013/09/13',NULL,NULL,NULL,'N'
3698,______,1,NULL,0,0,26.9,'2013/09/13',NULL,NULL,NULL,'N'
3701,_________,1,NULL,0,0,5.08,'2013/09/13',NULL,NULL,NULL,'N'
3702,_________,1,NULL,0,0,35.4,'2013/09/13',NULL,NULL,'5.2','N'
3703,______,1,NULL,0,0,10.55,'2013/09/13',NULL,NULL,NULL,'N'
3704,_________,1,NULL,0,0,13.35,'2013/09/13',NULL,NULL,NULL,'N'
3705,______,1,NULL,0,0,52.1,'2013/09/13',NULL,NULL,NULL,'N'
3706,______,1,'2013/09/13',0,0,21,'2013/09/13',NULL,NULL,NULL,NULL
3707,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4102,______,2,'2013/02/21',0.071638265,27,27.5,'2013/09/13',NULL,NULL,NULL,'N'
4103,______,2,NULL,0,0,80,'2013/09/13',NULL,NULL,NULL,'X'
4104,______,1,'2013/02/19',0.042160198,26,52.5,'2013/09/13',NULL,NULL,'4.2','N'
4105,______,2,NULL,0,0,106,'2013/09/13',NULL,NULL,'5.2','N'
4106,______,1,NULL,0,0,34.85,'2013/09/13',NULL,NULL,NULL,'N'
