___stockid,stkname,cl,minbw_dte,minbw,sqdays,price,dte,rmk,web,model,flgbasic
2230,______,2,NULL,0,0,22.75,'2013/09/13',NULL,NULL,NULL,NULL
2231,______,2,NULL,0,0,99.2,'2013/09/13',NULL,NULL,NULL,'N'
2233,______,2,NULL,0,0,139.5,'2013/09/13',NULL,NULL,NULL,'N'
2235,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2236,F-______,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2301,_________,1,NULL,0,0,51.9,'2013/09/13',NULL,NULL,NULL,'N'
2302,______,1,NULL,0,0,4.58,'2013/09/13',NULL,NULL,'5.1','N'
2303,______,1,'2013/04/18',0.028317154,38,12.1,'2013/09/13',NULL,NULL,NULL,'N'
2305,______,1,NULL,0,0,3.7,'2013/09/13',NULL,NULL,'2.3','N'
2308,_________,1,NULL,0,0,136,'2013/09/13',NULL,NULL,'3.1','N'
2311,_________,1,NULL,0,0,27.3,'2013/09/13',NULL,NULL,'3.1;5.2','N'
2312,______,1,NULL,0,0,11,'2013/09/13',NULL,NULL,NULL,'N'
2313,______,1,'2013/02/25',0.036725565,42,14.1,'2013/09/13',NULL,NULL,NULL,'N'
2314,______,1,NULL,0,0,19.45,'2013/09/13',NULL,NULL,NULL,'N'
2315,______,1,NULL,0,0,10.2,'2013/04/26',NULL,NULL,NULL,'N'
2316,_________,1,NULL,0,0,11.85,'2013/09/13',NULL,NULL,'2.3','N'
2317,______,1,NULL,0,0,75,'2013/09/13',NULL,NULL,'5.2','X'
2321,______,1,NULL,0,0,3.4,'2013/09/13','_____________________33__________________________________________________________________________________________WiMAX________________________________________________________________________________________________15-20_____________________________________________WiMAX_______________________________________WiMAX______________________________________________________WiMAX _______________7000____________',NULL,NULL,'N'
2323,______,1,NULL,0,0,4.78,'2013/09/13',NULL,NULL,NULL,'N'
2324,______,1,NULL,0,0,21.3,'2013/09/13',NULL,NULL,NULL,'N'
2325,______,1,NULL,0,0,34.9,'2013/09/13',NULL,NULL,'3.1;4.2a','N'
2327,______,1,'2013/02/06',0.03642028,30,9.29,'2013/04/26',NULL,NULL,NULL,'N'
2328,______,1,NULL,0,0,24.5,'2013/09/13',NULL,NULL,NULL,'N'
2329,______,1,NULL,0,0,5.15,'2013/09/13',NULL,NULL,'3.1','N'
2330,_________,1,NULL,0,0,102.5,'2013/09/13',NULL,NULL,'3.1','N'
2331,______,1,NULL,0,0,12.6,'2013/09/13',NULL,NULL,NULL,'N'
2332,______,1,NULL,0,0,16.5,'2013/09/13',NULL,NULL,NULL,'N'
2337,______,1,NULL,0,0,7.18,'2013/09/13',NULL,NULL,'5.2','N'
2338,______,1,'2013/02/22',0.021905671,27,9.53,'2013/09/13',NULL,NULL,NULL,'N'
2340,______,1,NULL,0,0,11.25,'2013/09/13',NULL,NULL,NULL,'N'
2341,______,1,NULL,0,0,0.34,'2012/11/12',NULL,NULL,NULL,'X'
2342,______,1,NULL,0,0,5.31,'2013/09/13',NULL,NULL,'3.1','N'
2344,_________,1,NULL,0,0,7.82,'2013/09/13',NULL,NULL,NULL,'N'
2345,______,1,NULL,0,0,16.15,'2013/09/13',NULL,NULL,'5.1','N'
2347,______,1,NULL,0,0,49.05,'2013/09/13',NULL,NULL,NULL,'N'
2348,______,1,'2013/09/13',0,0,0,'2013/09/13',NULL,NULL,NULL,'N'
2349,______,1,NULL,0,0,5.12,'2013/09/13',NULL,NULL,NULL,'N'
2350,______,1,NULL,0,0,20.8,'2010/06/15',NULL,NULL,'5.1','X'
2351,______,1,NULL,0,0,33,'2013/09/13',NULL,NULL,'5.2','N'
2352,_________,1,NULL,0,0,6.78,'2013/09/13',NULL,NULL,NULL,'N'
2353,______,1,NULL,0,0,20.15,'2013/09/13',NULL,NULL,'3.1','N'
2354,______,1,'2013/03/26',0.036038848,29,76,'2013/09/13',NULL,NULL,NULL,'N'
2355,______,1,NULL,0,0,51,'2013/09/13',NULL,NULL,NULL,'N'
2356,_________,1,NULL,0,0,27.2,'2013/09/13',NULL,NULL,NULL,'N'
2357,______,1,NULL,0,0,237.5,'2013/09/13',NULL,NULL,NULL,'N'
2358,______,1,NULL,0,0,10,'2013/09/13',NULL,NULL,'2.1a;5.1a','N'
2359,_________,1,NULL,0,0,12.2,'2013/04/26',NULL,NULL,NULL,'N'
2360,______,1,NULL,0,0,66.1,'2013/09/13','_____________________',NULL,NULL,'N'
2361,______,1,'2013/09/13',0,0,0,'2013/09/13',NULL,NULL,NULL,'N'
2362,______,1,NULL,0,0,58.8,'2013/09/13',NULL,NULL,'3.1','N'
2363,______,1,'2013/03/08',0.051512135,37,9.37,'2013/09/13',NULL,NULL,NULL,'N'
2364,______,1,'2013/03/15',0.041671981,22,3.02,'2013/09/13',NULL,NULL,NULL,'N'
2365,______,1,NULL,0,0,11.2,'2013/09/13','_______________',NULL,'4.2;5.2','N'
2367,______,1,NULL,0,0,13.15,'2013/09/13',NULL,NULL,NULL,'N'
2368,_________,1,NULL,0,0,6.47,'2013/09/13',NULL,NULL,NULL,'N'
2369,______,1,NULL,0,0,15.35,'2013/09/13',NULL,NULL,'3.1','N'
2371,______,1,NULL,0,0,7.53,'2013/09/13',NULL,NULL,'3.1','N'
2373,_________,1,NULL,0,0,56.3,'2013/09/13',NULL,NULL,'5.2','N'
2374,______,1,'2013/03/08',0.020893457,19,22.05,'2013/09/13',NULL,NULL,'2.3','N'
2375,______,1,NULL,0,0,7,'2013/09/13',NULL,NULL,'5.1','N'
2376,______,1,NULL,0,0,28.05,'2013/09/13',NULL,NULL,'5.1','N'
2377,______,1,NULL,0,0,19,'2013/09/13',NULL,NULL,NULL,'N'
2379,______,1,NULL,0,0,69.5,'2013/09/13',NULL,NULL,NULL,'N'
2380,______,1,'2013/03/12',0.031726164,18,7.8,'2013/09/13',NULL,NULL,'2.1;5.1','N'
2381,______,1,NULL,0,0,1.82,'2012/10/12',NULL,NULL,NULL,'X'
2382,______,1,NULL,0,0,66.5,'2013/09/13',NULL,NULL,'3.1','N'
2383,_________,1,NULL,0,0,25.25,'2013/09/13',NULL,NULL,'5.1','N'
2384,______,1,NULL,0,0,12.35,'2013/09/13',NULL,NULL,'3.1a;3.2','N'
2385,______,1,NULL,0,0,72.3,'2013/09/13','NATAL______','http://www.wretch.cc/blog/eagle99/11082031',NULL,'N'
2387,______,1,NULL,0,0,11.7,'2013/09/13',NULL,NULL,NULL,'N'
2388,______,1,NULL,0,0,21.5,'2013/09/13',NULL,NULL,'5.4a;5.1a','N'
2390,______,1,'2013/03/29',0.086256111,36,18.5,'2013/09/13',NULL,NULL,NULL,'N'
2391,______,1,NULL,0,0,19.4,'2010/08/03',NULL,NULL,NULL,'X'
2392,______,1,NULL,0,0,59.1,'2013/09/13',NULL,NULL,NULL,'N'
2393,______,1,'2013/04/18',0.052209124,51,50,'2013/09/13',NULL,NULL,NULL,'N'
2395,______,1,NULL,0,0,163.5,'2013/09/13','_________________________________________________________________________________________________________________________________________________________________________________________________________________________________',NULL,'3.1','N'
2396,______,2,NULL,0,0,0.17,'2011/05/13',NULL,NULL,NULL,'X'
2397,______,1,NULL,0,0,33.5,'2013/09/13',NULL,NULL,'4.2','N'
2399,______,1,NULL,0,0,10.65,'2013/09/13',NULL,NULL,NULL,'N'
2401,______,1,NULL,0,0,12.25,'2013/09/13',NULL,NULL,'3.1','N'
2402,______,1,NULL,0,0,15.85,'2013/09/13',NULL,NULL,NULL,'N'
2403,______,1,NULL,0,0,49.4,'2010/11/08','____________',NULL,'5.2','X'
2404,______,1,NULL,0,0,30.9,'2013/09/13','______________________________',NULL,NULL,'N'
2405,______,1,NULL,0,0,12.1,'2013/09/13',NULL,NULL,NULL,'N'
2406,______,1,NULL,0,0,18.8,'2013/09/13',NULL,NULL,'5.2','N'
2408,______,1,NULL,0,0,4.2,'2013/09/13',NULL,NULL,NULL,'N'
2409,______,1,'2013/04/23',0.046600686,41,11.5,'2013/09/13',NULL,NULL,'3.1','N'
2412,_________,1,'2013/03/28',0.01385043,58,94.3,'2013/09/13',NULL,NULL,'3.1','N'
2413,______,1,NULL,0,0,8.6,'2013/09/13',NULL,NULL,'5.2','N'
2414,______,1,NULL,0,0,13.7,'2013/09/13',NULL,NULL,'2.3','N'
2415,______,1,NULL,0,0,12.4,'2013/09/13',NULL,NULL,NULL,'N'
2417,______,1,NULL,0,0,12.95,'2013/09/13','NB_________',NULL,'5.2','N'
2419,______,1,'2013/03/14',0.036053756,44,15.5,'2013/09/13',NULL,NULL,'3.1','N'
2420,______,1,NULL,0,0,29.85,'2013/09/13',NULL,NULL,NULL,'N'
2421,______,1,NULL,0,0,16.85,'2013/09/13',NULL,NULL,NULL,'N'
2423,______,1,NULL,0,0,17.3,'2013/09/13',NULL,NULL,NULL,'N'
2424,______,1,NULL,0,0,34.9,'2013/09/13',NULL,NULL,NULL,'N'
2425,______,1,NULL,0,0,47.35,'2013/09/13',NULL,NULL,NULL,'N'
2426,______,1,NULL,0,0,5.43,'2013/09/13',NULL,NULL,'3.1a','N'
2427,_________,1,'2013/03/08',0.038720609,29,8.37,'2013/09/13',NULL,NULL,NULL,'N'
2428,______,1,NULL,0,0,35,'2013/09/13','_____________________',NULL,'3.1','N'
2429,______,1,'2013/09/13',0,0,0,'2013/09/13',NULL,NULL,NULL,'N'
2430,______,1,NULL,0,0,40.95,'2013/09/13',NULL,'http://www.wretch.cc/blog/eagle99/11081812','5.2','N'
2431,______,1,'2013/03/08',0.039957153,10,8.95,'2013/09/13',NULL,NULL,NULL,'N'
2433,_________,1,NULL,0,0,41.05,'2013/09/13',NULL,NULL,NULL,'N'
2434,______,1,'2013/04/03',0.059732106,45,5.71,'2013/09/13',NULL,NULL,NULL,'N'
2436,_________,1,NULL,0,0,25.5,'2013/09/13',NULL,NULL,NULL,'N'
2437,______,1,NULL,0,0,42.2,'2013/09/13',NULL,NULL,NULL,'N'
2438,______,1,NULL,0,0,3.06,'2013/09/13',NULL,NULL,NULL,'N'
2439,______,1,NULL,0,0,81.7,'2013/09/13',NULL,NULL,NULL,'N'
2440,_________,1,NULL,0,0,8.01,'2013/09/13',NULL,NULL,NULL,'N'
2441,______,1,NULL,0,0,24.85,'2013/09/13',NULL,NULL,'5.2','N'
2442,______,1,NULL,0,0,8.9,'2013/09/13',NULL,NULL,NULL,'N'
2443,_________,1,NULL,0,0,2.56,'2013/09/13',NULL,NULL,NULL,'N'
2444,______,1,'2013/03/29',0.040623553,44,5.94,'2013/09/13',NULL,NULL,NULL,'N'
2448,______,1,'2013/03/15',0.07267197,36,53.6,'2013/09/13',NULL,NULL,'3.1','N'
2449,_________,1,'2013/04/02',0.03305519,19,22,'2013/09/13',NULL,NULL,'3.1a','N'
2450,______,1,'2013/04/03',0.034529971,60,95.7,'2013/09/13',NULL,NULL,'5.2','N'
2451,______,1,NULL,0,0,91.4,'2013/09/13',NULL,NULL,NULL,'N'
2452,______,1,NULL,0,0,93.6,'2010/03/24',NULL,NULL,NULL,'X'
2453,______,1,NULL,0,0,12.65,'2013/09/13',NULL,NULL,NULL,'N'
2454,_________,1,NULL,0,0,370.5,'2013/09/13',NULL,NULL,NULL,'N'
2455,______,1,NULL,0,0,31.1,'2013/09/13',NULL,NULL,'3.1','N'
2456,_________,1,NULL,0,0,23.1,'2013/09/13',NULL,NULL,NULL,'N'
2457,______,1,NULL,0,0,18.05,'2013/09/13',NULL,NULL,'5.1','N'
2458,______,1,NULL,0,0,50.4,'2013/09/13',NULL,NULL,NULL,'N'
2459,______,1,NULL,0,0,27.1,'2013/09/13',NULL,NULL,NULL,'N'
2460,______,1,NULL,0,0,11.05,'2013/09/13',NULL,NULL,'5.2','N'
2461,_________,1,NULL,0,0,16.5,'2013/09/13',NULL,NULL,'3.1a','N'
2462,_________,1,NULL,0,0,25.55,'2013/09/13',NULL,NULL,'3.1a;3.2','N'
2463,______,1,NULL,0,0,57.5,'2011/05/25',NULL,NULL,NULL,'X'
2464,______,1,NULL,0,0,24.85,'2013/09/13',NULL,NULL,NULL,'N'
2465,______,1,NULL,0,0,5.44,'2013/09/13',NULL,NULL,NULL,'N'
2466,_________,1,NULL,0,0,30.8,'2013/09/13',NULL,NULL,NULL,'N'
2467,______,1,NULL,0,0,20.15,'2013/09/13',NULL,NULL,'3.1','N'
2468,______,1,NULL,0,0,10.65,'2013/09/13',NULL,NULL,'2.3','N'
2471,______,1,NULL,0,0,17.8,'2013/09/13',NULL,NULL,'5.2','N'
2472,_________,1,NULL,0,0,20.85,'2013/09/13',NULL,NULL,'3.1','N'
2473,______,1,'2012/11/21',0.008126047,22,56.8,'2012/11/21',NULL,NULL,'3.1a','X'
2474,______,1,'2013/03/28',0.074350951,51,147.5,'2013/09/13','CULV_______________________________________NB________________________',NULL,'5.2','N'
2475,______,1,NULL,0,0,1.71,'2013/09/13',NULL,NULL,'2.3','N'
2476,______,1,NULL,0,0,18.1,'2013/09/13',NULL,NULL,'2.3','N'
2477,_________,1,NULL,0,0,18.05,'2013/09/13',NULL,NULL,NULL,'N'
2478,______,1,NULL,0,0,15.1,'2013/09/13',NULL,NULL,NULL,'N'
2480,_________,1,NULL,0,0,25.05,'2013/09/13',NULL,NULL,'3.1a','N'
2481,______,1,NULL,0,0,11.9,'2013/09/13',NULL,NULL,NULL,'N'
2482,______,1,'2013/03/14',0.035147242,26,13.45,'2013/09/13',NULL,NULL,NULL,'N'
2483,______,1,NULL,0,0,14.3,'2013/09/13',NULL,NULL,NULL,'N'
2484,______,1,NULL,0,0,14.6,'2013/09/13',NULL,NULL,NULL,'N'
2485,______,1,NULL,0,0,30.75,'2013/09/13',NULL,NULL,'4.2','N'
2486,______,1,'2013/04/19',0.044452615,49,17.1,'2013/09/13',NULL,NULL,NULL,'N'
2488,______,1,NULL,0,0,30.35,'2013/09/13',NULL,NULL,NULL,'N'
2489,______,1,NULL,0,0,19.5,'2013/09/13',NULL,NULL,NULL,'N'
2491,_________,1,NULL,0,0,1.98,'2013/09/13',NULL,NULL,NULL,'N'
2492,_________,1,NULL,0,0,7.68,'2013/09/13',NULL,NULL,'5.2','N'
2493,______,1,NULL,0,0,25.35,'2013/09/13',NULL,NULL,NULL,'N'
2495,______,1,NULL,0,0,14.55,'2013/09/13',NULL,NULL,NULL,'N'
2496,______,1,'2013/09/13',0,0,0,'2013/09/13',NULL,NULL,NULL,'N'
2497,_________,1,NULL,0,0,46,'2013/09/13',NULL,NULL,NULL,'N'
2498,_________,1,NULL,0,0,138,'2013/09/13',NULL,NULL,'5.1','N'
2499,______,1,NULL,0,0,24,'2013/09/13',NULL,NULL,'5.2','N'
2501,______,1,NULL,0,0,21.15,'2013/09/13',NULL,NULL,NULL,'N'
2504,______,1,NULL,0,0,11.4,'2013/09/13','_______________',NULL,NULL,'N'
2505,______,1,NULL,0,0,19.2,'2013/09/13',NULL,NULL,NULL,'N'
2506,______,1,NULL,0,0,9.26,'2013/09/13',NULL,NULL,'3.2','N'
2509,_________,1,NULL,0,0,20.5,'2013/09/13',NULL,NULL,NULL,'N'
2511,______,1,NULL,0,0,16.85,'2013/09/13',NULL,NULL,'3.1','N'
2514,______,1,NULL,0,0,19.8,'2013/09/13',NULL,NULL,NULL,'N'
2515,______,1,NULL,0,0,8.27,'2013/09/13',NULL,NULL,NULL,'N'
2516,______,1,NULL,0,0,8.01,'2013/09/13',NULL,NULL,NULL,'N'
2520,______,1,NULL,0,0,38.6,'2013/09/13',NULL,NULL,NULL,'N'
2524,______,1,'2013/03/15',0.040794253,39,28.15,'2013/09/13',NULL,NULL,'3.2','N'
2526,______,1,NULL,0,0,12.4,'2010/03/25',NULL,NULL,NULL,'X'
2527,______,1,NULL,0,0,13.35,'2013/09/13',NULL,NULL,NULL,'N'
2528,______,1,NULL,0,0,13.4,'2013/09/13',NULL,NULL,NULL,'N'
2530,______,1,'2013/02/01',0.032709643,17,11.5,'2013/09/13',NULL,NULL,'5.2','N'
2534,______,1,NULL,0,0,23.65,'2013/09/13',NULL,NULL,NULL,'N'
2535,_________,1,NULL,0,0,26.3,'2013/09/13',NULL,NULL,NULL,'N'
2536,______,1,NULL,0,0,29.4,'2013/09/13',NULL,NULL,'4.2','N'
2537,_________,1,NULL,0,0,17.35,'2013/09/13',NULL,NULL,NULL,'N'
2538,______,1,'2013/03/21',0.034490795,32,20.85,'2013/09/13',NULL,NULL,NULL,'N'
2539,_________,1,NULL,0,0,30,'2013/09/13',NULL,NULL,NULL,'N'
2540,_________,1,NULL,0,0,35.6,'2013/09/13',NULL,NULL,NULL,'N'
2542,_________,1,NULL,0,0,66.9,'2013/09/13','____________',NULL,NULL,'X'
2543,______,1,NULL,0,0,7.84,'2013/09/13',NULL,NULL,'2.3','N'
2545,______,1,NULL,0,0,65.5,'2013/09/13',NULL,NULL,'3.1a','N'
2546,______,1,NULL,0,0,16,'2013/09/13',NULL,NULL,'5.2','N'
2547,_________,1,NULL,0,0,25.75,'2013/09/13',NULL,NULL,NULL,'N'
2548,______,1,NULL,0,0,86.4,'2013/09/13',NULL,NULL,NULL,'N'
2596,______,2,NULL,0,0,18.55,'2013/09/13',NULL,NULL,'4.2a','N'
2597,______,1,NULL,0,0,58,'2013/09/13',NULL,NULL,NULL,'N'
2601,______,1,NULL,0,0,20.05,'2013/09/13',NULL,NULL,'5.2','N'
2603,______,1,NULL,0,0,18.25,'2013/09/13',NULL,NULL,NULL,'N'
2605,______,1,NULL,0,0,28.5,'2013/09/13',NULL,NULL,NULL,'N'
2606,______,1,NULL,0,0,50.7,'2013/09/13',NULL,NULL,'5.1','N'
2607,______,1,'2013/03/11',0.035383663,26,18.8,'2013/09/13',NULL,NULL,NULL,'N'
2608,______,1,NULL,0,0,37.55,'2013/09/13','______________________________________________________________________________________________________________________________________________________________________________________________________',NULL,NULL,'N'
2609,______,1,NULL,0,0,13.65,'2013/09/13',NULL,NULL,'3.1;5.2','N'
2610,______,1,NULL,0,0,10.95,'2013/09/13',NULL,NULL,'5.2','N'
2611,______,1,NULL,0,0,12.4,'2013/09/13',NULL,NULL,NULL,'N'
2612,______,1,NULL,0,0,39.9,'2013/09/13',NULL,'http://www.wretch.cc/blog/eagle99/11079826',NULL,'N'
2613,______,1,'2013/03/15',0.042382776,30,17.8,'2013/09/13',NULL,NULL,NULL,'N'
2614,______,1,NULL,0,0,4.96,'2013/09/13',NULL,NULL,NULL,'N'
2615,______,1,NULL,0,0,16.8,'2013/09/13',NULL,NULL,'5.2','N'
2616,______,1,NULL,0,0,23.95,'2013/09/13',NULL,NULL,NULL,'N'
2617,______,1,NULL,0,0,28.6,'2013/09/13',NULL,NULL,'3.1a','N'
2618,_________,1,NULL,0,0,16.55,'2013/09/13',NULL,NULL,'5.1','N'
2634,______,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2636,______,2,NULL,0,0,21,'2013/09/13',NULL,NULL,NULL,'N'
2637,F-______,1,NULL,0,0,37.7,'2013/09/13',NULL,NULL,NULL,'N'
2640,_________,2,NULL,0,0,161.5,'2013/09/13',NULL,NULL,NULL,NULL
2641,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2642,_________,1,'2014/02/07',0.099290664,0,0,NULL,NULL,NULL,NULL,NULL
2701,______,1,NULL,0,0,14.15,'2013/09/13',NULL,NULL,NULL,'N'
2702,______,1,NULL,0,0,18.55,'2013/09/13',NULL,NULL,NULL,'N'
2704,______,1,NULL,0,0,28.45,'2013/09/13','__________________',NULL,NULL,'N'
2705,______,1,'2013/03/14',0.042049064,47,12.45,'2013/09/13',NULL,NULL,NULL,'N'
2706,_________,1,NULL,0,0,18.8,'2013/09/13',NULL,NULL,NULL,'N'
2707,______,1,NULL,0,0,351.5,'2013/09/13',NULL,NULL,NULL,'N'
2712,_________,1,'2014/02/07',0.051421666,0,0,NULL,NULL,NULL,NULL,NULL
2718,_________,2,'2013/09/13',0,0,0,'2013/09/13',NULL,NULL,NULL,'N'
2719,_________,2,NULL,0,0,25.45,'2013/09/13',NULL,NULL,NULL,'N'
2722,______,1,NULL,0,0,41.1,'2013/09/13',NULL,NULL,NULL,'N'
2723,F-______,1,NULL,0,0,225,'2013/09/13',NULL,NULL,NULL,'N'
2724,F-______,2,NULL,0,0,47,'2013/09/13',NULL,NULL,NULL,NULL
2726,F-______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2727,______,1,'2013/03/25',0.020531324,37,430,'2013/09/13',NULL,NULL,NULL,'N'
2729,______,2,NULL,0,0,256.5,'2013/09/13',NULL,NULL,NULL,NULL
2731,______,1,'2014/02/07',0.152076855,0,0,NULL,NULL,NULL,NULL,NULL
2732,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2734,_________,2,'2014/02/07',0.223678635,0,0,NULL,NULL,NULL,NULL,NULL
2740,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2801,______,1,NULL,0,0,17,'2013/09/13',NULL,NULL,NULL,'N'
2809,_________,1,'2013/04/23',0.036615383,49,25.35,'2013/09/13',NULL,NULL,'5.2','N'
2812,_________,1,NULL,0,0,10.3,'2013/09/13',NULL,NULL,NULL,'N'
2816,_________,1,'2013/04/16',0.033349253,42,18,'2013/09/13',NULL,NULL,NULL,'N'
2820,______,1,NULL,0,0,11.45,'2013/09/13',NULL,NULL,NULL,'N'
2823,______,1,NULL,0,0,29.25,'2013/09/13',NULL,NULL,NULL,'N'
2832,______,1,NULL,0,0,21.75,'2013/09/13',NULL,NULL,'3.1;5.2','N'
2833,_________,1,NULL,0,0,20.85,'2013/09/13',NULL,NULL,NULL,'N'
2833A,_________,1,NULL,0,0,36.55,'2013/09/13',NULL,NULL,NULL,'N'
2834,_________,1,NULL,0,0,8.76,'2013/09/13',NULL,NULL,NULL,'N'
2836,_________,1,'2013/04/26',0.033512061,76,9.45,'2013/09/13',NULL,NULL,NULL,'N'
2837,_________,1,NULL,0,0,14.5,'2013/09/13',NULL,NULL,NULL,'X'
2838,_________,1,NULL,0,0,10.7,'2013/09/13',NULL,NULL,NULL,'N'
2841,______,1,NULL,0,0,11,'2013/09/13',NULL,NULL,NULL,'N'
2845,_________,1,NULL,0,0,11.95,'2013/09/13',NULL,NULL,NULL,'N'
2847,_________,1,NULL,0,0,10,'2013/09/13',NULL,NULL,NULL,'N'
2849,_________,1,'2013/04/16',0.054803174,68,13.95,'2013/09/13',NULL,NULL,NULL,'N'
2850,______,1,NULL,0,0,21.85,'2013/09/13',NULL,NULL,'5.1','N'
2851,_________,1,NULL,0,0,12.95,'2013/09/13',NULL,NULL,'5.2','N'
2852,_________,1,NULL,0,0,18.75,'2013/09/13',NULL,NULL,NULL,'N'
2854,_________,1,NULL,0,0,19.5,'2011/09/20',NULL,NULL,NULL,'X'
2855,_________,1,NULL,0,0,17.25,'2013/09/13',NULL,NULL,NULL,'N'
2856,_________,1,NULL,0,0,9.58,'2013/09/13',NULL,NULL,NULL,'N'
2867,_________,1,NULL,0,0,17.55,'2013/09/13',NULL,NULL,NULL,NULL
2880,_________,1,NULL,0,0,17,'2013/09/13',NULL,NULL,NULL,'N'
2881,_________,1,NULL,0,0,40.7,'2013/09/13','________________________',NULL,NULL,'N'
2882,_________,1,NULL,0,0,42.8,'2013/09/13','________________________________________________________________________________________________________________________________________________',NULL,'3.2','N'
2883,_________,1,NULL,0,0,8.38,'2013/09/13',NULL,NULL,NULL,'N'
2884,_________,1,NULL,0,0,20,'2013/09/13',NULL,NULL,'5.2','N'
2885,_________,1,NULL,0,0,15.3,'2013/09/13',NULL,NULL,NULL,'N'
2886,_________,1,NULL,0,0,23.55,'2013/09/13',NULL,NULL,NULL,'N'
2887,_________,1,NULL,0,0,13.65,'2013/09/13',NULL,NULL,NULL,'N'
2887C,_________,1,NULL,0,0,32.65,'2012/09/19',NULL,NULL,NULL,'X'
2888,_________,1,NULL,0,0,9.97,'2013/09/13',NULL,NULL,NULL,'N'
2889,_________,1,NULL,0,0,9.95,'2013/09/13',NULL,NULL,'3.1a','N'
2890,_________,1,NULL,0,0,13.25,'2013/09/13',NULL,NULL,'3.1','N'
2891,_________,1,NULL,0,0,19.7,'2013/09/13','squeeze____________________________________',NULL,NULL,'N'
2891A,_________,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2892,_________,1,NULL,0,0,17.85,'2013/09/13',NULL,NULL,NULL,'N'
2901,______,1,'2013/03/22',0.032462395,17,38,'2013/09/13',NULL,NULL,NULL,'N'
2903,______,1,'2013/01/07',0.038650471,18,31.2,'2013/09/13',NULL,NULL,'3.1','N'
2904,______,1,NULL,0,0,24.9,'2013/09/13',NULL,NULL,NULL,'N'
2905,_________,1,NULL,0,0,21.1,'2013/09/13',NULL,NULL,NULL,'N'
2906,______,1,NULL,0,0,10.8,'2013/09/13',NULL,NULL,'5.2','N'
2908,______,1,'2013/03/21',0.016481488,29,23.2,'2013/09/13',NULL,NULL,'3.1','N'
2910,______,1,NULL,0,0,29.45,'2013/09/13',NULL,NULL,NULL,'N'
2911,_________,1,NULL,0,0,21.35,'2013/09/13',NULL,'http://www.wretch.cc/blog/eagle99/11080020','3.1','N'
2912,_________,1,NULL,0,0,207.5,'2013/09/13',NULL,NULL,NULL,'N'
2913,______,1,'2013/02/26',0.03819193,26,18.5,'2013/09/13',NULL,NULL,'3.1a','N'
2915,_________,1,NULL,0,0,80,'2013/09/13',NULL,NULL,'3.1;5.2','N'
2916,______,2,NULL,0,0,15.8,'2013/09/13',NULL,NULL,'2.1;5.1','N'
2921,______,2,NULL,0,0,22.3,'2009/12/23',NULL,NULL,NULL,'X'
2923,F-______,1,NULL,0,0,25.95,'2013/09/13',NULL,NULL,NULL,NULL
2924,F-______,2,NULL,0,0,53.2,'2013/09/13',NULL,NULL,NULL,'N'
2926,_________,2,NULL,0,0,195,'2013/09/13',NULL,NULL,NULL,NULL
2929,F-______,1,'2014/02/07',0.440193066,0,0,NULL,NULL,NULL,NULL,NULL
3002,______,1,NULL,0,0,9.95,'2013/09/13',NULL,NULL,NULL,'N'
3003,_________,1,NULL,0,0,26.9,'2013/09/13',NULL,NULL,'3.1','N'
3004,_________,1,NULL,0,0,38.15,'2013/09/13',NULL,NULL,NULL,'N'
3005,______,1,NULL,0,0,14.55,'2013/09/13',NULL,NULL,NULL,'N'
3006,_________,1,NULL,0,0,39.8,'2013/09/13',NULL,NULL,'5.2','N'
3008,_________,1,NULL,0,0,940,'2013/09/13',NULL,NULL,'5.1','N'
3009,_________,1,NULL,0,0,22.85,'2010/03/05',NULL,NULL,NULL,'X'
3010,______,1,NULL,0,0,41.7,'2013/09/13',NULL,NULL,NULL,'N'
3011,______,1,'2013/02/22',0.041410836,44,7.01,'2013/09/13',NULL,NULL,'3.1a','N'
3013,_________,1,NULL,0,0,23.15,'2013/09/13',NULL,NULL,'3.1;5.2','N'
3014,______,1,NULL,0,0,21.85,'2013/09/13',NULL,NULL,NULL,'N'
3015,______,1,NULL,0,0,28,'2013/09/13',NULL,NULL,NULL,'N'
3016,______,1,NULL,0,0,11.8,'2013/09/13',NULL,NULL,'3.1','N'
3017,______,1,NULL,0,0,16.05,'2013/09/13',NULL,NULL,'5.1','N'
3018,______,1,NULL,0,0,12.15,'2013/09/13',NULL,NULL,NULL,'N'
3019,______,1,'2013/02/26',0.070174386,53,30.2,'2013/09/13',NULL,NULL,'3.1','N'
3021,______,1,NULL,0,0,11.1,'2013/09/13',NULL,NULL,NULL,'N'
3022,_________,1,'2013/03/06',0.037373047,46,36.95,'2013/09/13',NULL,NULL,NULL,'N'
3023,______,1,NULL,0,0,34.15,'2013/09/13',NULL,NULL,'2.3','N'
3024,______,1,NULL,0,0,5.77,'2013/09/13',NULL,NULL,'3.1','N'
