stockid,stkname,cl,minbw_dte,minbw,sqdays,price,dte,rmk,web,model,flgbasic
1308,亞聚,1,NULL,0,0,23.45,2013-09-13 00:00:00.000,VA/D異常強勁莫非主力在大洗盤？,NULL,NULL,N
1309,台達化,1,NULL,0,0,11.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1310,台苯,1,NULL,0,0,18.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,X
1312,國喬,1,NULL,0,0,20.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1312A,國喬特,1,NULL,0,0,22.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1313,聯成,1,NULL,0,0,13.7,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
1314,中石化,1,NULL,0,0,14.1,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
1315,達新,1,NULL,0,0,28.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1316,上曜,1,NULL,0,0,11.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1319,東陽,1,NULL,0,0,45.2,2013-09-13 00:00:00.000,NULL,http://www.wretch.cc/blog/eagle99/11080062,3.1,N
1321,大洋,1,NULL,0,0,33.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1323,永裕,1,NULL,0,0,43,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1324,地球,1,NULL,0,0,16,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1325,恆大,1,NULL,0,0,18.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1326,台化,1,NULL,0,0,77.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1333,恩得利,2,NULL,0,0,7.03,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1336,台翰,2,NULL,0,0,10.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1337,F-亞塑,1,NULL,0,0,80.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1338,F-廣華,1,NULL,0,0,77.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
1339,昭輝,1,NULL,0,0,36.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1340,F-勝悅,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
1402,遠紡,1,2013-04-16 00:00:00.000,0.0415114733826045,43,32.6,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
1409,新纖,1,NULL,0,0,9.92,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1410,南染,1,2013-03-11 00:00:00.000,0.0365786674299164,30,20.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1413,宏洲,1,NULL,0,0,4.02,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1414,東和,1,NULL,0,0,9.08,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1416,廣豐,1,NULL,0,0,15.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1417,嘉裕,1,2013-02-25 00:00:00.000,0.031881094546147,24,8.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1418,東華,1,NULL,0,0,5.79,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1419,新紡,1,NULL,0,0,38.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1423,利華,1,2013-04-15 00:00:00.000,0.0160987813663673,77,7.14,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1432,大魯閣,1,NULL,0,0,26.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1434,福懋,1,NULL,0,0,28.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1435,中福,1,NULL,0,0,5.96,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1436,福益,1,NULL,0,0,53.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1437,勤益,1,NULL,0,0,14.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1438,裕豐,1,NULL,0,0,5.89,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1439,中和,1,NULL,0,0,15.2,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
1440,南紡,1,NULL,0,0,16.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1441,大東,1,NULL,0,0,9.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1442,名軒,1,NULL,0,0,34.35,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1443,立益,1,NULL,0,0,6.67,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1444,力麗,1,2013-04-10 00:00:00.000,0.0318235493388517,30,10.35,2013-09-13 00:00:00.000,NULL,NULL,2.3;5.1,N
1445,大宇,1,2013-03-28 00:00:00.000,0.0179688404989969,66,7.78,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1446,宏和,1,NULL,0,0,29.2,2013-09-13 00:00:00.000,NULL,NULL,2.3;5.1,N
1447,力鵬,1,NULL,0,0,13,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1449,佳和,1,NULL,0,0,1.87,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1451,年興,1,NULL,0,0,27.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1452,宏益,1,2013-02-27 00:00:00.000,0.0133422149857089,7,9.49,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1453,大將,1,NULL,0,0,10.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1454,台富,1,2013-04-26 00:00:00.000,0.0232096912035582,55,7.34,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1455,集盛,1,NULL,0,0,9.65,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1456,怡華,1,NULL,0,0,3.69,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1457,宜進,1,2013-03-14 00:00:00.000,0.0248057187579017,15,7.29,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1459,聯發,1,NULL,0,0,8.13,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
1460,宏遠,1,NULL,0,0,8.02,2013-09-13 00:00:00.000,NULL,NULL,2.3;3.1,N
1463,強盛,1,NULL,0,0,14.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1464,得力,1,NULL,0,0,9.52,2013-09-13 00:00:00.000,NULL,NULL,2.1;5.1,N
1465,偉全,1,NULL,0,0,14.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1466,聚隆,1,NULL,0,0,20,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1467,南緯,1,NULL,0,0,13.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1468,昶和,1,2013-04-26 00:00:00.000,0.0233320704802588,47,9.98,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1469,理隆,1,NULL,0,0,9.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1470,大統染,1,2013-09-13 00:00:00.000,0,0,0,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1471,首利,1,NULL,0,0,11.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1472,三洋纖,1,NULL,0,0,18.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1473,台南,1,NULL,0,0,35.3,2013-09-13 00:00:00.000,NULL,NULL,2.3;5.2,N
1474,弘裕,1,NULL,0,0,8.16,2013-09-13 00:00:00.000,NULL,NULL,2.3;5.2,N
1475,本盟,1,2013-09-13 00:00:00.000,0,0,0,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1476,儒鴻,1,NULL,0,0,254.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1477,聚陽,1,NULL,0,0,149,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
1503,士電,1,NULL,0,0,36.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1504,東元,1,NULL,0,0,31.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1506,正道,1,NULL,0,0,18.5,2013-09-13 00:00:00.000,NULL,NULL,5.1a,N
1507,永大,1,NULL,0,0,78.3,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1512,瑞利,1,2013-02-19 00:00:00.000,0.0319428782869082,24,7.58,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1513,中興電,1,NULL,0,0,17,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1514,亞力,1,NULL,0,0,9.1,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
1515,力山,1,NULL,0,0,10.1,2013-09-13 00:00:00.000,NULL,NULL,5.1a,N
1516,川飛,1,2013-09-13 00:00:00.000,0,0,0,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1517,利奇,1,NULL,0,0,13.35,2013-09-13 00:00:00.000,NULL,NULL,2.1;5.1,N
1519,華城,1,NULL,0,0,14.05,2013-09-13 00:00:00.000,NULL,http://www.wretch.cc/blog/eagle99/11079827,NULL,N
1521,大億,1,NULL,0,0,49.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1522,堤維西,1,NULL,0,0,16.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1523,開億,1,NULL,0,0,33.65,2010-08-19 00:00:00.000,NULL,NULL,NULL,X
1524,耿鼎,1,NULL,0,0,7.93,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
1525,江申,1,NULL,0,0,41.6,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1526,日馳,1,NULL,0,0,7.98,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1527,鑽全,1,NULL,0,0,33.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1528,恩德,1,NULL,0,0,14.5,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1529,樂士,1,NULL,0,0,2.76,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
1530,亞崴,1,NULL,0,0,29.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1531,高林股,1,NULL,0,0,23.8,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
1532,勤美,1,NULL,0,0,42.3,2013-09-13 00:00:00.000,"勤美（1532）上周六收盤價16.65元，上漲0.05元。該股最近成交量有放大趨勢，上周三成交3,805張，是去年12月中旬以來的最大量；該公司轉投資的勤美達今年可能貢獻的業外獲利能量，讓市場頗有想像空間。

勤美鑄鐵本業成長動能趨緩，但勤美達持續維持高成長，法人估今年可貢獻勤美業外獲利逾7億。",NULL,3.1,N
1533,車王電,1,NULL,0,0,24.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1535,中宇,1,NULL,0,0,76.9,2013-09-13 00:00:00.000,NULL,NULL,4.2a;5.2,N
1536,和大,1,NULL,0,0,43.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1537,廣隆,1,NULL,0,0,81.2,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
1538,正峰工,1,NULL,0,0,11.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1539,巨庭,1,NULL,0,0,14.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1540,喬福,1,NULL,0,0,17.55,2013-09-13 00:00:00.000,NULL,NULL,4.2a,N
1541,錩泰,1,NULL,0,0,12.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1558,伸興,2,NULL,0,0,144,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
1560,中砂,1,NULL,0,0,61,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
1565,精華,2,NULL,0,0,831,2013-09-13 00:00:00.000,NULL,NULL,4.2,N
1566,毅金,2,NULL,0,0,25.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1568,倉佑,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
1569,濱川,2,NULL,0,0,26.15,2013-09-13 00:00:00.000,NULL,NULL,5.1a,N
1570,力肯,2,NULL,0,0,13.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1580,新麥,2,NULL,0,0,122,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1582,信錦,2,NULL,0,0,50.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1583,程泰,1,NULL,0,0,39.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1584,精剛,2,NULL,0,0,14.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1586,和勤,2,NULL,0,0,19.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1589,F-永冠,1,2013-04-03 00:00:00.000,0.0450982730063565,49,59.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1590,AIRTAC,1,NULL,0,0,204,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1591,F-駿吉,2,NULL,0,0,32.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1592,F-英瑞,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
1593,祺驊,2,NULL,0,0,26.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
1595,川寶,2,NULL,0,0,70.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1597,直得,2,NULL,0,0,51.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
1599,宏佳騰,2,NULL,0,0,45.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
1603,華電,1,2013-03-12 00:00:00.000,0.0318419499490915,25,12.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1604,聲寶,1,2013-02-25 00:00:00.000,0.0151591690647772,44,9.65,2013-09-13 00:00:00.000,NULL,NULL,2.3;3.1,N
1605,華新,1,NULL,0,0,8.96,2013-09-13 00:00:00.000,底部暴大量突破半年新高//5.3aSTAN投資人買進(突破40天) AND 2.2常態化指標強勢股 AND 5.1a月季線黃金交叉+KD+MACD,NULL,5.2,N
1608,華榮,1,NULL,0,0,10.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1609,大亞,1,NULL,0,0,6.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1611,中電,1,NULL,0,0,14.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1612,宏泰,1,NULL,0,0,9.38,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1613,台一,1,NULL,0,0,4.9,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1614,三洋電,1,NULL,0,0,32.45,2013-09-13 00:00:00.000,"3/18鉅量H:18.8,L:17.8。拉回買進",NULL,NULL,N
1615,大山,1,2013-03-25 00:00:00.000,0.0342661069870969,63,10,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
1616,億泰,1,NULL,0,0,5.18,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1617,榮星,1,NULL,0,0,8.83,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1618,合機,1,NULL,0,0,9.98,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1626,F-艾美,1,NULL,0,0,80.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
1701,中化,1,NULL,0,0,22.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1702,南僑,1,NULL,0,0,42,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1704,榮化,1,2013-04-23 00:00:00.000,0.0438609391548326,48,36.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1707,葡萄王,1,NULL,0,0,133,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1708,東鹼,1,NULL,0,0,31.55,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
1709,和益,1,NULL,0,0,13.7,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1710,東聯,1,NULL,0,0,29.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1711,永光,1,NULL,0,0,23,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
1712,興農,1,2013-04-12 00:00:00.000,0.0232927429804462,61,14.65,2013-09-13 00:00:00.000,大量突破4個月大底；ADX:11.58→21.62；週KD+；大量突破半年線；留意加碼點,NULL,NULL,N
1713,國化,1,NULL,0,0,14.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1714,和桐,1,NULL,0,0,13.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1715,亞化,1,NULL,0,0,15.4,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1716,永信,1,NULL,0,0,41.5,2010-12-21 00:00:00.000,NULL,NULL,NULL,X
1717,長興,1,NULL,0,0,24.45,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
1718,中纖,1,NULL,0,0,12.1,2013-09-13 00:00:00.000,NULL,NULL,5.1a,N
1720,生達,1,NULL,0,0,46.5,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
1721,三晃,1,NULL,0,0,7.95,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
1722,台肥,1,2013-04-08 00:00:00.000,0.033817548823329,58,70,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
1723,中碳,1,NULL,0,0,173.5,2013-09-13 00:00:00.000,新開發應用於動力電池的負極原材料已獲歐美等試單,http://www.wretch.cc/blog/eagle99/11080063,5.1,N
1724,台硝,1,NULL,0,0,16.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1725,元禎,1,NULL,0,0,13.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1726,永記,1,NULL,0,0,69.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1727,中華化,1,NULL,0,0,17,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1729,必翔,1,NULL,0,0,32.2,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
1730,花仙子,1,NULL,0,0,19.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1731,美吾華,1,2013-03-29 00:00:00.000,0.0444211782835226,32,14.65,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1732,毛寶,1,NULL,0,0,11.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1733,五鼎,1,NULL,0,0,75.4,2013-09-13 00:00:00.000,NULL,NULL,4.2,N
1734,杏輝,1,NULL,0,0,53.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1735,日勝化,1,NULL,0,0,12.15,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
1736,喬山,1,NULL,0,0,96.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1737,臺鹽,1,NULL,0,0,24.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1742,台蠟,2,NULL,0,0,16.85,2013-09-13 00:00:00.000,NULL,NULL,3.1;4.2;5.2,N
1752,南光,2,2013-04-09 00:00:00.000,0.0556301220707085,35,38.5,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
1762,中化生,1,NULL,0,0,51.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1773,勝一,1,NULL,0,0,47.05,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1777,生泰,2,NULL,0,0,58.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1781,合世,2,NULL,0,0,45.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1783,和康生,1,2014-02-07 00:00:00.000,0.19593647783896,1,0,NULL,NULL,NULL,NULL,NULL
1784,訊聯,2,2013-04-01 00:00:00.000,0.0680827795654188,33,44.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1785,光洋科,2,NULL,0,0,26,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
1786,科妍,1,2014-02-07 00:00:00.000,0.384321416761785,1,0,NULL,NULL,NULL,NULL,NULL
1787,福盈科,2,2013-03-15 00:00:00.000,0.0372209392603321,13,15.1,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1788,杏昌,2,NULL,0,0,85.1,2013-09-13 00:00:00.000,NULL,NULL,2.1;5.1,N
1789,神隆,1,NULL,0,0,86.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1795,美時,2,2013-03-29 00:00:00.000,0.144689594638651,49,52.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1799,紅電醫,2,NULL,0,0,15.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1802,台玻,1,NULL,0,0,30.5,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
1805,凱聚,1,NULL,0,0,14.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1806,冠軍,1,NULL,0,0,12.3,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1808,國賓大,1,NULL,0,0,32.9,2013-09-13 00:00:00.000,NULL,NULL,4.2;5.1,N
1809,中釉,1,2013-03-11 00:00:00.000,0.0454372625532329,19,13.7,2013-09-13 00:00:00.000,NULL,NULL,3.1;5.2,N
1810,和成,1,2013-03-26 00:00:00.000,0.0404297981915387,52,9.42,2013-09-13 00:00:00.000,底部暴量長紅;ADX:14.85→21.13;周KD+;大量突破半年線,NULL,NULL,N
1813,寶利徠,2,NULL,0,0,43.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1815,富喬,2,NULL,0,0,12.05,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
1817,凱撒衛,1,2014-02-07 00:00:00.000,0.0612434455708544,1,0,NULL,NULL,NULL,NULL,NULL
1902,台紙,1,2013-03-15 00:00:00.000,0.0295602934807584,52,12.65,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
1903,士紙,1,NULL,0,0,44.55,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
1904,正隆,1,NULL,0,0,13.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1905,華紙,1,NULL,0,0,9.22,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1906,寶隆,1,NULL,0,0,7.83,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1907,永豐餘,1,NULL,0,0,14.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
1909,榮成,1,NULL,0,0,11.35,2013-09-13 00:00:00.000,NULL,NULL,2.3;3.1,N
2002,中鋼,1,NULL,0,0,25.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2002A,中鋼特,1,NULL,0,0,40.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2006,東鋼,1,NULL,0,0,26.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2007,燁興,1,NULL,0,0,7.16,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2008,高興昌,1,NULL,0,0,10.95,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2009,第一銅,1,NULL,0,0,9.02,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2010,春源,1,2013-04-15 00:00:00.000,0.0171478836272054,53,11.05,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2012,春雨,1,NULL,0,0,11.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2013,中鋼構,1,NULL,0,0,35.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2014,中鴻,1,NULL,0,0,8.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2015,豐興,1,2013-03-13 00:00:00.000,0.0289585914874647,46,52.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2017,官田鋼,1,NULL,0,0,6.83,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2020,美亞,1,2013-03-11 00:00:00.000,0.0268218275206585,35,13.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2022,聚亨,1,NULL,0,0,5.76,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2023,燁輝,1,NULL,0,0,9.68,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2024,志聯,1,2013-04-19 00:00:00.000,0.0411002106176951,48,6.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2025,千興,1,NULL,0,0,3.93,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
2027,大成鋼,1,2013-03-11 00:00:00.000,0.0271824347761942,27,14,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2028,威致,1,2013-04-16 00:00:00.000,0.0512551916589611,31,4.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2029,盛餘,1,NULL,0,0,22.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2030,彰源,1,NULL,0,0,9.96,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
2031,新光鋼,1,2013-04-16 00:00:00.000,0.0618185947614984,59,19.35,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
2032,新鋼,1,2013-04-26 00:00:00.000,0.0585011129215061,55,11.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2033,佳大,1,NULL,0,0,10.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2034,允強,1,NULL,0,0,21.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2035,唐榮,2,NULL,0,0,29.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2038,海光,1,2013-04-24 00:00:00.000,0.0340889432543925,49,9.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2049,上銀,1,NULL,0,0,203,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
2059,川湖,1,NULL,0,0,259.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2061,風青,2,NULL,0,0,14.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2062,橋椿,1,NULL,0,0,77.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2063,世鎧,2,NULL,0,0,25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2064,晉椿,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2066,世德,2,2014-02-07 00:00:00.000,0.0832572733882523,1,0,NULL,NULL,NULL,NULL,NULL
2067,嘉鋼,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2101,南港,1,2013-03-25 00:00:00.000,0.0373235210027924,41,35.7,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
2102,泰豐,1,NULL,0,0,22.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2103,台橡,1,NULL,0,0,54.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2104,中橡,1,2013-02-06 00:00:00.000,0.025632327368234,17,28.35,2013-09-13 00:00:00.000,持有能元43%為動車電池芯廠商,NULL,3.1,N
2105,正新,1,NULL,0,0,77.2,2013-09-13 00:00:00.000,塔塔供應鍊,NULL,NULL,N
2106,建大,1,NULL,0,0,61.5,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
2107,厚生,1,NULL,0,0,24.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2108,南帝,1,2013-03-07 00:00:00.000,0.0301601564282518,14,19.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2109,華豐,1,NULL,0,0,14.5,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2114,鑫永銓,2,NULL,0,0,77.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2115,F-六暉,1,2014-02-07 00:00:00.000,0.167465394453195,1,0,NULL,NULL,NULL,NULL,NULL
2201,裕隆,1,2013-03-06 00:00:00.000,0.0411536932353587,29,50,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2204,中華,1,NULL,0,0,26.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2206,三陽,1,NULL,0,0,42,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2207,和泰車,1,NULL,0,0,337.5,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
2208,台船,1,NULL,0,0,18.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2221,大甲,2,2013-03-07 00:00:00.000,0.0421997118534942,23,14.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2227,裕日車,1,NULL,0,0,353,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2228,劍麟,1,2014-02-07 00:00:00.000,0.274198961387618,1,0,NULL,NULL,NULL,NULL,NULL
