stockid,stkname,cl,minbw_dte,minbw,sqdays,price,dte,rmk,web,model,flgbasic
2867,三商壽,1,NULL,0,0,17.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
2880,華南金,1,NULL,0,0,17,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2881,富邦金,1,NULL,0,0,40.7,2013-09-13 00:00:00.000,金控龍頭大底完成,NULL,NULL,N
2882,國泰金,1,NULL,0,0,42.8,2013-09-13 00:00:00.000,轉機股。外資瘋狂大賣，密切注意止跌買點。跟笨蛋外資對做就沒錯。但融資大增，須等融資認賠才能進場。,NULL,3.2,N
2883,開發金,1,NULL,0,0,8.38,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2884,玉山金,1,NULL,0,0,20,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2885,元大金,1,NULL,0,0,15.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2886,兆豐金,1,NULL,0,0,23.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2887,台新金,1,NULL,0,0,13.65,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2887C,新丙特,1,NULL,0,0,32.65,2012-09-19 00:00:00.000,NULL,NULL,NULL,X
2888,新光金,1,NULL,0,0,9.97,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2889,國票金,1,NULL,0,0,9.95,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
2890,永豐金,1,NULL,0,0,13.25,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2891,中信金,1,NULL,0,0,19.7,2013-09-13 00:00:00.000,squeeze突破，盤前買進基本持股。,NULL,NULL,N
2891A,中信特,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2892,第一金,1,NULL,0,0,17.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2901,欣欣,1,2013-03-22 00:00:00.000,0.0324623948835855,17,38,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2903,遠百,1,2013-01-07 00:00:00.000,0.0386504712017627,18,31.2,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2904,匯僑,1,NULL,0,0,24.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2905,三商行,1,NULL,0,0,21.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2906,高林,1,NULL,0,0,10.8,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2908,特力,1,2013-03-21 00:00:00.000,0.0164814879829008,29,23.2,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2910,統領,1,NULL,0,0,29.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2911,麗嬰房,1,NULL,0,0,21.35,2013-09-13 00:00:00.000,NULL,http://www.wretch.cc/blog/eagle99/11080020,3.1,N
2912,統一超,1,NULL,0,0,207.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2913,農林,1,2013-02-26 00:00:00.000,0.0381919299555336,26,18.5,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
2915,潤泰全,1,NULL,0,0,80,2013-09-13 00:00:00.000,NULL,NULL,3.1;5.2,N
2916,滿心,2,NULL,0,0,15.8,2013-09-13 00:00:00.000,NULL,NULL,2.1;5.1,N
2921,和樂,2,NULL,0,0,22.3,2009-12-23 00:00:00.000,NULL,NULL,NULL,X
2923,F-鼎固,1,NULL,0,0,25.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
2924,F-東凌,2,NULL,0,0,53.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2926,誠品生,2,NULL,0,0,195,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
2929,F-淘帝,1,2014-02-07 00:00:00.000,0.440193066062361,0,0,NULL,NULL,NULL,NULL,NULL
3002,歐格,1,NULL,0,0,9.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3003,健和興,1,NULL,0,0,26.9,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3004,豐達科,1,NULL,0,0,38.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3005,神基,1,NULL,0,0,14.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3006,晶豪科,1,NULL,0,0,39.8,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
3008,大立光,1,NULL,0,0,940,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3009,奇美電,1,NULL,0,0,22.85,2010-03-05 00:00:00.000,NULL,NULL,NULL,X
3010,華立,1,NULL,0,0,41.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3011,今皓,1,2013-02-22 00:00:00.000,0.0414108357979183,44,7.01,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
3013,晟銘電,1,NULL,0,0,23.15,2013-09-13 00:00:00.000,NULL,NULL,3.1;5.2,N
3014,聯陽,1,NULL,0,0,21.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3015,全漢,1,NULL,0,0,28,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3016,嘉晶,1,NULL,0,0,11.8,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3017,奇鋐,1,NULL,0,0,16.05,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3018,同開,1,NULL,0,0,12.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3019,亞光,1,2013-02-26 00:00:00.000,0.0701743859570174,53,30.2,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3021,衛展,1,NULL,0,0,11.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3022,威達電,1,2013-03-06 00:00:00.000,0.037373046984078,46,36.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3023,信邦,1,NULL,0,0,34.15,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
3024,憶聲,1,NULL,0,0,5.77,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3025,星通,1,NULL,0,0,10.85,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
3026,禾伸堂,1,NULL,0,0,28.45,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3027,盛達,1,NULL,0,0,12.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3028,增你強,1,NULL,0,0,18.75,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
3029,零壹,1,NULL,0,0,14.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3030,德律,1,NULL,0,0,41.1,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3031,佰鴻,1,NULL,0,0,12.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3032,偉訓,1,NULL,0,0,13.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3033,威健,1,NULL,0,0,20.75,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
3034,聯詠,1,NULL,0,0,125.5,2013-09-13 00:00:00.000,NULL,NULL,3.1;5.2,N
3035,智原,1,2013-03-19 00:00:00.000,0.0503248167266072,32,33.9,2013-09-13 00:00:00.000,2/20法說會；量縮拉回買進,NULL,3.1,N
3036,文曄,1,NULL,0,0,33.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3037,欣興,1,NULL,0,0,25.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3038,全台,1,2013-03-08 00:00:00.000,0.0507503446477442,12,5.18,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3040,遠見,1,NULL,0,0,15.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3041,揚智,1,NULL,0,0,32.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3042,晶技,1,NULL,0,0,39.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3043,科風,1,NULL,0,0,4.38,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3044,健鼎,1,NULL,0,0,59.8,2013-09-13 00:00:00.000,三星DDR3記憶體基版,NULL,NULL,N
3045,台灣大,1,NULL,0,0,106,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3046,建碁,1,NULL,0,0,5.16,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3047,訊舟,1,2013-03-15 00:00:00.000,0.0497503490001404,33,12.65,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3048,益登,1,NULL,0,0,12.3,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3049,和鑫,1,NULL,0,0,10.55,2013-09-13 00:00:00.000,具大規模優勢各種尺寸都有,NULL,NULL,N
3050,鈺德,1,NULL,0,0,6.36,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3051,力特,1,NULL,0,0,5.5,2013-09-13 00:00:00.000,NULL,NULL,2.2;5.1a;6.1,N
3052,夆典,1,NULL,0,0,16.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3054,萬國,1,NULL,0,0,21.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3055,蔚華科,1,NULL,0,0,12.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3056,總太,1,NULL,0,0,32.95,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
3057,喬鼎,1,NULL,0,0,24.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3058,立德,1,NULL,0,0,15.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3059,華晶科,1,NULL,0,0,20.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3060,銘異,1,NULL,0,0,135,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3061,璨圓,1,NULL,0,0,18.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3062,建漢,1,NULL,0,0,32.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3063,飛信,1,NULL,0,0,19.4,2010-03-19 00:00:00.000,NULL,NULL,NULL,X
3064,泰偉,2,NULL,0,0,38,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3066,李洲,2,NULL,0,0,6.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3067,全域,2,NULL,0,0,15.65,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3068,美磊,2,NULL,0,0,35.65,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3069,寶晟科,2,NULL,0,0,47,2011-11-16 00:00:00.000,NULL,NULL,NULL,X
3071,協禧,2,NULL,0,0,7.03,2013-09-13 00:00:00.000,NULL,NULL,5.1a,N
3073,普格,2,NULL,0,0,5.74,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3078,僑威,2,NULL,0,0,11.2,2013-09-13 00:00:00.000,NULL,NULL,5.1a,N
3080,威力盟,1,NULL,0,0,12.25,2013-01-21 00:00:00.000,友達集團冷陰極管,NULL,NULL,X
3081,聯亞,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3083,網龍,2,NULL,0,0,49.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3085,久大,2,NULL,0,0,15.3,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3086,華義,2,NULL,0,0,10.55,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3087,翔準,2,2013-04-24 00:00:00.000,0.00496585971446295,5,16.15,2013-04-26 00:00:00.000,NULL,NULL,NULL,N
3088,艾訊,2,NULL,0,0,38.8,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
3089,展成,2,NULL,0,0,35.85,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
3090,日電貿,1,NULL,0,0,24.7,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
3092,鴻碩,2,NULL,0,0,10.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3093,港建,2,2013-09-13 00:00:00.000,0,0,0,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3094,聯傑,1,NULL,0,0,19.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3095,及成,2,NULL,0,0,6.66,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3099,頂倫,2,NULL,0,0,0.78,2009-08-19 00:00:00.000,NULL,NULL,NULL,X
3105,穩懋,2,2013-04-25 00:00:00.000,0.0691572395302696,45,26.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3114,好德,2,NULL,0,0,11.7,2013-09-13 00:00:00.000,NULL,NULL,5.1a,N
3115,寶島極,2,NULL,0,0,10.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3118,進階,2,NULL,0,0,35.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3122,笙泉,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3126,信億,2,NULL,0,0,5.43,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3128,昇銳,2,NULL,0,0,14.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3130,一零四,1,NULL,0,0,102,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3131,弘塑,2,NULL,0,0,194,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3141,晶宏,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3144,新揚科,2,NULL,0,0,26.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,X
3149,正達,1,2013-03-15 00:00:00.000,0.063929909564218,30,61.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3152,璟德,2,NULL,0,0,132.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3162,精確,2,NULL,0,0,8.38,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3163,波若威,2,NULL,0,0,84.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
3164,景岳,2,NULL,0,0,45.05,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3167,大量,1,2014-02-07 00:00:00.000,0.0833482123440039,0,0,NULL,NULL,NULL,NULL,NULL
3169,亞信,2,NULL,0,0,25.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3171,天馳,2,NULL,0,0,14.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3176,基亞,2,2013-03-29 00:00:00.000,0.0688971053823656,18,192,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3188,安茂,2,NULL,0,0,10.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3189,景碩,1,2013-02-01 00:00:00.000,0.0458127114934262,48,107,2013-09-13 00:00:00.000,NULL,NULL,2.1;5.1,N
3191,和進,2,NULL,0,0,19.15,2013-09-13 00:00:00.000,NULL,NULL,5.1a,N
3202,樺晟,2,NULL,0,0,6.39,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3205,天騵,2,NULL,0,0,22.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3206,志豐,2,2013-04-12 00:00:00.000,0.0386240193120097,51,13.15,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3207,耀勝,2,NULL,0,0,11.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3209,全科,1,NULL,0,0,21.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3211,順達,2,2013-04-03 00:00:00.000,0.0441335458478683,41,79.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3213,茂訊,2,NULL,0,0,35.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3217,優群,2,NULL,0,0,12.3,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
3218,大學光,2,NULL,0,0,24.65,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3219,倚強,2,NULL,0,0,10.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,X
3221,台嘉碩,2,NULL,0,0,14.5,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
3224,三顧,2,NULL,0,0,16.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3226,至寶電,2,NULL,0,0,44.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3227,原相,2,NULL,0,0,58.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3228,金麗科,2,NULL,0,0,25.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3229,晟鈦,2,NULL,0,0,33.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3230,錦明,2,NULL,0,0,6.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3231,緯創,1,NULL,0,0,29.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3232,昱捷,2,NULL,0,0,11.35,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3234,光環,2,NULL,0,0,22.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3236,千如,2,NULL,0,0,12.8,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3252,海灣科,2,NULL,0,0,24.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3257,虹冠電,1,NULL,0,0,51.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3259,鑫創,2,NULL,0,0,24.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3260,威剛,2,NULL,0,0,75.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3264,欣銓,2,NULL,0,0,18.2,2013-09-13 00:00:00.000,NULL,NULL,3.1;5.2,N
3265,台星科,2,2013-04-17 00:00:00.000,0.0674282700286438,65,38,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3266,弘如洋,2,NULL,0,0,27,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3268,海德威,2,NULL,0,0,9.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3272,東碩,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3276,宇環,2,2012-12-07 00:00:00.000,0.0523332091546803,29,9.98,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3284,太普高,2,NULL,0,0,10.55,2013-09-13 00:00:00.000,NULL,NULL,3.2;5.2a,N
3285,微端,2,NULL,0,0,20,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
3287,廣寰科,2,NULL,0,0,8.83,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3288,點晶,2,2013-02-26 00:00:00.000,0.0439968700456585,29,11.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3289,宜特,2,NULL,0,0,24.3,2013-09-13 00:00:00.000,NULL,NULL,3.1;5.2,X
3290,東浦,2,NULL,0,0,23.35,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3291,遠翔科,2,NULL,0,0,49.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3293,鈊象,2,NULL,0,0,61.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3294,英濟,2,2013-03-01 00:00:00.000,0.0553898300677476,46,11.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3296,勝德,1,NULL,0,0,18.9,2013-09-13 00:00:00.000,NULL,NULL,2.3;5.1,N
3297,杭特,2,NULL,0,0,36.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3299,帛漢,2,NULL,0,0,29.75,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3303,岱稜,2,NULL,0,0,19.5,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3305,昇貿,1,NULL,0,0,31.8,2013-09-13 00:00:00.000,量縮拉回買進,NULL,NULL,N
3306,鼎天,2,NULL,0,0,22.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3308,聯德,1,NULL,0,0,8.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3310,佳穎,2,NULL,0,0,17.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3311,閎暉,1,2013-03-08 00:00:00.000,0.0493077216827632,35,40.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3312,弘憶股,2,NULL,0,0,11.2,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
3313,斐成,2,NULL,0,0,11.7,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
3315,宣昶,1,NULL,0,0,17,2013-09-13 00:00:00.000,負債比高達65%,NULL,NULL,N
3317,尼克森,2,NULL,0,0,15.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3321,同泰,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3322,建舜電,2,NULL,0,0,8.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3323,加百裕,2,2013-03-08 00:00:00.000,0.0329117154065791,41,15.85,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
3324,雙鴻,2,2013-03-04 00:00:00.000,0.0650871204603159,14,17.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3325,旭品,2,NULL,0,0,13.65,2013-09-13 00:00:00.000,NULL,NULL,3.1a;3.2,N
3332,幸康,2,2013-09-13 00:00:00.000,0,0,0,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3338,泰碩,1,2014-02-07 00:00:00.000,0.293952662627214,0,0,NULL,NULL,NULL,NULL,NULL
3339,泰谷,2,NULL,0,0,10.3,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3354,律勝,2,NULL,0,0,12.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3356,奇偶,1,NULL,0,0,156.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3360,尚立,2,NULL,0,0,6.98,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3362,先進光,2,NULL,0,0,34.55,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3363,上詮,2,2013-04-23 00:00:00.000,0.0685680703318825,44,26.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3367,英華達,1,NULL,0,0,17.85,2011-09-23 00:00:00.000,NULL,NULL,NULL,X
3372,典範,2,NULL,0,0,6.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3373,熱映,2,NULL,0,0,32.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3374,精材,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3376,新日興,1,NULL,0,0,65.4,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3379,彬台,2,NULL,0,0,28.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3380,明泰,1,2013-03-06 00:00:00.000,0.0409055811257687,64,18.3,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3383,新世紀,1,NULL,0,0,17.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3388,崇越電,2,NULL,0,0,67.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3389,志遠,2,2011-12-15 00:00:00.000,0.0566722617570869,10,21.35,2012-01-16 00:00:00.000,NULL,NULL,5.1,X
3390,旭軟,2,NULL,0,0,39.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3402,漢科,2,NULL,0,0,11.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3406,玉晶光,1,NULL,0,0,161.5,2013-09-13 00:00:00.000,NULL,NULL,5.1a,N
3413,京鼎,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3416,融程電,2,NULL,0,0,53.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3419,譁裕,1,NULL,0,0,18.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3428,光燿科,2,NULL,0,0,31.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3431,長天,2,NULL,0,0,11.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3432,台端,1,NULL,0,0,11.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3434,哲固,2,NULL,0,0,10.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3437,榮創,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3438,類比科,2,NULL,0,0,28.25,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
3441,聯一光,2,NULL,0,0,21.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3443,創意,1,2013-04-12 00:00:00.000,0.0344940600667863,71,90.1,2013-09-13 00:00:00.000,前三季營收69.9億元（YOY +41%），營收大幅成長主要是因為NRE Project持續從0.18um、0.13um製程往先進製程（如90nm、65nm、45nm）開發，再加上先前0.13um、90nm的NRE Project陸續轉成Turnkey營收。前三季稅後盈餘5.83億元（YOY+12.98%），獲利成長不如營收成長的原因主要是營業費用大幅增加（為了開發先進製程的IP）以及員工分紅影響（創意提列比例約為稅後盈餘25%），前三季EPS為4.7元。10月營收8.26億元（MOM-4.7%，YOY+,NULL,3.1,N
3444,利機,2,NULL,0,0,17.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3450,聯鈞,1,NULL,0,0,64.2,2013-09-13 00:00:00.000,NULL,NULL,3.1;5.2,N
3452,益通,2,2013-04-24 00:00:00.000,0.145189640585619,56,12.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3454,晶睿,2,NULL,0,0,146,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3455,由田,2,NULL,0,0,26.25,2013-09-13 00:00:00.000,NULL,NULL,2.1;5.1,N
3465,祥業,2,NULL,0,0,5.28,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3466,致振,2,NULL,0,0,20.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3474,華亞科,1,NULL,0,0,15.55,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3479,安勤,2,NULL,0,0,43.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3481,群創,1,NULL,0,0,14,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3483,力致,2,NULL,0,0,18.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3484,崧騰,2,NULL,0,0,20.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3489,筌寶,2,NULL,0,0,24.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3490,單井,2,NULL,0,0,25.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3491,昇達科,2,NULL,0,0,55.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3492,長盛,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3494,誠研,1,NULL,0,0,15.2,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3498,陽程,2,NULL,0,0,80.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3499,環天科,2,NULL,0,0,9.82,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3501,維熹,1,NULL,0,0,52.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3504,揚明光,1,NULL,0,0,67.4,2013-09-13 00:00:00.000,拉回不破買進。43.85為2/14鉅量跳空突破上升窗口支撐。,http://tw.stock.yahoo.com/news_content/url/d/a/090220/3/1cxr4.html,5.1,N
3508,位速,2,2013-03-13 00:00:00.000,0.0756009525687183,35,52.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3511,矽瑪,2,NULL,0,0,18.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3512,能緹,2,NULL,0,0,9.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3514,昱晶,1,NULL,0,0,25.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3515,華擎,1,2013-04-26 00:00:00.000,0.0191153496292137,51,99.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3516,亞帝歐,2,NULL,0,0,12.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3518,柏騰,1,2013-03-22 00:00:00.000,0.058130530839968,29,37.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3519,綠能,1,NULL,0,0,21.9,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
3520,振維,2,NULL,0,0,17,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3521,鴻翊,2,NULL,0,0,12.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3522,宏森,2,NULL,0,0,14.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
